HomeTeam,AwayTeam,Div,season,Date,FTR,FTHG,FTAG,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR
Sandhausen,Darmstadt,D2,2018,15/02/2019,D,1,1,1,1,D,11.0,10.0,2.0,2.0,8.0,3.0,18.0,24.0,3.0,2.0,0.0,0.0
Duisburg,Union Berlin,D2,2018,16/02/2019,A,2,3,1,1,D,10.0,18.0,4.0,3.0,3.0,6.0,15.0,15.0,4.0,2.0,0.0,0.0
Heidenheim,Hamburg,D2,2018,16/02/2019,D,2,2,1,1,D,15.0,15.0,7.0,4.0,8.0,4.0,16.0,15.0,0.0,3.0,0.0,0.0
Ingolstadt,Bochum,D2,2018,16/02/2019,H,2,1,2,0,H,12.0,11.0,5.0,5.0,3.0,9.0,14.0,11.0,0.0,0.0,0.0,0.0
St Pauli,Erzgebirge Aue,D2,2018,16/02/2019,A,1,2,1,1,D,13.0,16.0,3.0,4.0,7.0,1.0,12.0,17.0,1.0,4.0,0.0,0.0
Bielefeld,Magdeburg,D2,2018,17/02/2019,A,1,3,0,2,A,12.0,14.0,3.0,4.0,5.0,2.0,11.0,7.0,2.0,1.0,1.0,0.0
Dresden,Regensburg,D2,2018,17/02/2019,D,0,0,0,0,D,12.0,15.0,4.0,2.0,8.0,3.0,13.0,17.0,1.0,2.0,0.0,0.0
Holstein Kiel,Greuther Furth,D2,2018,17/02/2019,D,2,2,0,0,D,17.0,8.0,5.0,5.0,14.0,10.0,16.0,15.0,1.0,2.0,0.0,0.0
Greuther Furth,Heidenheim,D2,2018,22/02/2019,D,0,0,0,0,D,11.0,9.0,4.0,1.0,3.0,1.0,18.0,11.0,2.0,1.0,0.0,0.0
Union Berlin,Bielefeld,D2,2018,22/02/2019,D,1,1,1,0,H,16.0,17.0,5.0,3.0,4.0,3.0,15.0,9.0,3.0,2.0,0.0,0.0
Bochum,Holstein Kiel,D2,2018,23/02/2019,A,1,3,0,3,A,7.0,14.0,2.0,8.0,6.0,9.0,14.0,19.0,0.0,3.0,0.0,0.0
Darmstadt,Dresden,D2,2018,23/02/2019,H,2,0,1,0,H,11.0,12.0,5.0,1.0,6.0,5.0,18.0,13.0,3.0,5.0,0.0,0.0
FC Koln,Sandhausen,D2,2018,23/02/2019,H,3,1,0,1,A,22.0,6.0,8.0,2.0,8.0,4.0,12.0,13.0,1.0,4.0,0.0,0.0
St Pauli,Ingolstadt,D2,2018,23/02/2019,H,1,0,0,0,D,8.0,11.0,3.0,0.0,5.0,3.0,19.0,13.0,0.0,0.0,0.0,0.0
Erzgebirge Aue,Duisburg,D2,2018,24/02/2019,D,0,0,0,0,D,16.0,15.0,3.0,5.0,7.0,5.0,16.0,14.0,3.0,2.0,0.0,1.0
Magdeburg,Paderborn,D2,2018,24/02/2019,D,1,1,1,0,H,10.0,13.0,2.0,3.0,3.0,5.0,8.0,13.0,2.0,2.0,0.0,0.0
Regensburg,Hamburg,D2,2018,24/02/2019,H,2,1,0,1,A,18.0,10.0,3.0,5.0,8.0,5.0,10.0,14.0,2.0,5.0,0.0,2.0
Erzgebirge Aue,FC Koln,D2,2018,27/02/2019,A,0,1,0,1,A,8.0,12.0,4.0,5.0,4.0,5.0,11.0,14.0,2.0,3.0,0.0,0.0
Duisburg,Magdeburg,D2,2018,01/03/2019,H,1,0,0,0,D,9.0,13.0,3.0,4.0,3.0,4.0,13.0,8.0,4.0,2.0,0.0,0.0
Holstein Kiel,Union Berlin,D2,2018,01/03/2019,A,0,2,0,1,A,7.0,21.0,3.0,6.0,3.0,7.0,11.0,13.0,3.0,3.0,0.0,0.0
Heidenheim,Regensburg,D2,2018,02/03/2019,A,1,2,0,1,A,13.0,17.0,5.0,8.0,9.0,6.0,9.0,16.0,1.0,2.0,0.0,0.0
Paderborn,St Pauli,D2,2018,02/03/2019,A,0,1,0,0,D,12.0,9.0,4.0,3.0,4.0,2.0,13.0,13.0,3.0,5.0,0.0,1.0
Sandhausen,Erzgebirge Aue,D2,2018,02/03/2019,A,0,3,0,1,A,11.0,22.0,1.0,9.0,4.0,3.0,14.0,17.0,2.0,2.0,0.0,0.0
Bielefeld,Darmstadt,D2,2018,03/03/2019,H,1,0,1,0,H,14.0,6.0,5.0,2.0,7.0,3.0,10.0,11.0,1.0,3.0,0.0,0.0
Dresden,Bochum,D2,2018,03/03/2019,D,2,2,1,2,A,17.0,10.0,8.0,5.0,8.0,5.0,14.0,18.0,1.0,3.0,0.0,0.0
Ingolstadt,FC Koln,D2,2018,03/03/2019,A,1,2,0,1,A,13.0,8.0,1.0,4.0,4.0,3.0,15.0,26.0,3.0,4.0,0.0,0.0
Hamburg,Greuther Furth,D2,2018,04/03/2019,H,1,0,0,0,D,8.0,15.0,3.0,6.0,4.0,5.0,11.0,15.0,2.0,4.0,0.0,1.0
Bochum,Heidenheim,D2,2018,08/03/2019,H,1,0,0,0,D,15.0,6.0,3.0,2.0,9.0,0.0,10.0,14.0,0.0,2.0,0.0,1.0
Union Berlin,Ingolstadt,D2,2018,08/03/2019,H,2,0,1,0,H,9.0,15.0,3.0,5.0,2.0,7.0,26.0,16.0,4.0,5.0,0.0,2.0
Darmstadt,Holstein Kiel,D2,2018,09/03/2019,H,3,2,2,1,H,12.0,14.0,5.0,7.0,7.0,10.0,7.0,19.0,0.0,5.0,0.0,1.0
Erzgebirge Aue,Paderborn,D2,2018,09/03/2019,H,2,1,1,0,H,20.0,13.0,5.0,5.0,12.0,3.0,20.0,19.0,6.0,2.0,0.0,1.0
FC Koln,Bielefeld,D2,2018,09/03/2019,H,5,1,2,0,H,17.0,7.0,9.0,1.0,7.0,1.0,14.0,11.0,0.0,0.0,0.0,0.0
Regensburg,Duisburg,D2,2018,09/03/2019,D,1,1,1,0,H,17.0,8.0,9.0,1.0,6.0,1.0,22.0,15.0,3.0,2.0,0.0,0.0
Magdeburg,Sandhausen,D2,2018,10/03/2019,A,0,1,0,0,D,8.0,8.0,1.0,4.0,6.0,5.0,8.0,17.0,3.0,3.0,0.0,0.0
St Pauli,Hamburg,D2,2018,10/03/2019,A,0,4,0,1,A,10.0,11.0,2.0,5.0,5.0,4.0,16.0,12.0,0.0,0.0,0.0,0.0
Heidenheim,Union Berlin,D2,2018,15/03/2019,H,2,1,0,1,A,14.0,19.0,7.0,7.0,7.0,6.0,13.0,15.0,1.0,3.0,0.0,0.0
Holstein Kiel,Erzgebirge Aue,D2,2018,15/03/2019,H,5,1,2,1,H,17.0,10.0,7.0,4.0,7.0,4.0,10.0,12.0,1.0,1.0,0.0,0.0
Dresden,Magdeburg,D2,2018,16/03/2019,D,1,1,0,1,A,10.0,8.0,3.0,2.0,5.0,6.0,13.0,17.0,3.0,3.0,0.0,0.0
Hamburg,Darmstadt,D2,2018,16/03/2019,A,2,3,2,0,H,18.0,14.0,6.0,4.0,7.0,2.0,13.0,15.0,0.0,2.0,0.0,0.0
Sandhausen,St Pauli,D2,2018,16/03/2019,H,4,0,2,0,H,14.0,15.0,5.0,5.0,4.0,5.0,14.0,5.0,1.0,1.0,0.0,0.0
Bielefeld,Bochum,D2,2018,17/03/2019,H,3,1,0,0,D,13.0,8.0,7.0,3.0,4.0,5.0,23.0,11.0,1.0,0.0,0.0,1.0
Paderborn,Ingolstadt,D2,2018,17/03/2019,H,3,1,0,0,D,17.0,15.0,7.0,7.0,6.0,8.0,12.0,9.0,0.0,2.0,0.0,0.0
Regensburg,Greuther Furth,D2,2018,18/03/2019,A,0,2,0,0,D,18.0,18.0,5.0,7.0,7.0,8.0,10.0,14.0,4.0,4.0,1.0,0.0
Magdeburg,Heidenheim,D2,2018,29/03/2019,D,0,0,0,0,D,20.0,9.0,4.0,1.0,11.0,1.0,12.0,11.0,2.0,4.0,0.0,1.0
St Pauli,Duisburg,D2,2018,29/03/2019,D,0,0,0,0,D,14.0,10.0,3.0,0.0,8.0,0.0,16.0,10.0,2.0,2.0,0.0,0.0
Bochum,Hamburg,D2,2018,30/03/2019,D,0,0,0,0,D,12.0,15.0,3.0,4.0,5.0,5.0,12.0,11.0,1.0,0.0,0.0,0.0
Darmstadt,Regensburg,D2,2018,30/03/2019,D,1,1,0,0,D,26.0,12.0,8.0,5.0,13.0,2.0,9.0,18.0,0.0,1.0,0.0,0.0
Union Berlin,Paderborn,D2,2018,30/03/2019,A,1,3,0,1,A,18.0,12.0,7.0,8.0,5.0,3.0,11.0,18.0,1.0,2.0,0.0,0.0
FC Koln,Holstein Kiel,D2,2018,31/03/2019,H,4,0,2,0,H,19.0,10.0,9.0,3.0,3.0,6.0,16.0,10.0,1.0,1.0,0.0,0.0
Greuther Furth,Bielefeld,D2,2018,31/03/2019,D,2,2,2,0,H,9.0,12.0,6.0,2.0,5.0,7.0,10.0,14.0,1.0,1.0,0.0,0.0
Ingolstadt,Sandhausen,D2,2018,31/03/2019,A,1,2,1,0,H,14.0,9.0,3.0,4.0,4.0,5.0,5.0,16.0,0.0,0.0,0.0,0.0
Erzgebirge Aue,Dresden,D2,2018,01/04/2019,A,1,3,1,0,H,14.0,20.0,2.0,7.0,6.0,6.0,14.0,13.0,4.0,3.0,0.0,0.0
Greuther Furth,Dresden,D2,2018,04/04/2019,D,0,0,0,0,D,15.0,8.0,2.0,2.0,2.0,7.0,14.0,14.0,1.0,1.0,0.0,0.0
Bielefeld,Erzgebirge Aue,D2,2018,05/04/2019,H,2,1,1,0,H,8.0,7.0,4.0,4.0,4.0,1.0,11.0,12.0,0.0,1.0,0.0,0.0
Regensburg,Bochum,D2,2018,05/04/2019,H,2,1,0,0,D,21.0,13.0,5.0,5.0,3.0,6.0,18.0,15.0,3.0,2.0,0.0,0.0
Duisburg,Ingolstadt,D2,2018,06/04/2019,A,2,4,0,1,A,22.0,16.0,6.0,9.0,8.0,5.0,13.0,18.0,3.0,2.0,0.0,0.0
Holstein Kiel,St Pauli,D2,2018,06/04/2019,H,2,1,0,1,A,12.0,18.0,4.0,6.0,3.0,6.0,13.0,10.0,2.0,2.0,1.0,0.0
Sandhausen,Paderborn,D2,2018,06/04/2019,D,1,1,1,0,H,11.0,26.0,4.0,10.0,7.0,15.0,8.0,10.0,5.0,3.0,1.0,0.0
Dresden,Union Berlin,D2,2018,07/04/2019,D,0,0,0,0,D,7.0,23.0,2.0,5.0,1.0,4.0,17.0,20.0,0.0,3.0,0.0,0.0
Greuther Furth,Darmstadt,D2,2018,07/04/2019,H,2,1,0,0,D,7.0,13.0,3.0,2.0,4.0,5.0,8.0,13.0,3.0,2.0,0.0,0.0
Heidenheim,FC Koln,D2,2018,07/04/2019,A,0,2,0,2,A,17.0,17.0,3.0,4.0,7.0,3.0,16.0,12.0,1.0,2.0,0.0,0.0
Hamburg,Magdeburg,D2,2018,08/04/2019,A,1,2,1,0,H,8.0,12.0,5.0,5.0,3.0,6.0,14.0,13.0,3.0,4.0,0.0,0.0
Duisburg,FC Koln,D2,2018,10/04/2019,D,4,4,2,1,H,13.0,20.0,7.0,8.0,5.0,4.0,16.0,18.0,3.0,1.0,0.0,0.0
Erzgebirge Aue,Heidenheim,D2,2018,12/04/2019,A,0,1,0,1,A,15.0,13.0,2.0,6.0,3.0,4.0,12.0,10.0,3.0,2.0,1.0,0.0
Union Berlin,Regensburg,D2,2018,12/04/2019,D,2,2,1,1,D,23.0,16.0,11.0,6.0,6.0,4.0,10.0,17.0,1.0,2.0,0.0,0.0
Magdeburg,Darmstadt,D2,2018,13/04/2019,A,0,1,0,0,D,16.0,9.0,5.0,2.0,6.0,2.0,13.0,14.0,3.0,2.0,0.0,0.0
Paderborn,Duisburg,D2,2018,13/04/2019,H,4,0,2,0,H,14.0,14.0,6.0,9.0,7.0,2.0,8.0,3.0,1.0,0.0,0.0,0.0
Sandhausen,Dresden,D2,2018,13/04/2019,H,3,1,0,0,D,16.0,10.0,6.0,4.0,10.0,5.0,21.0,11.0,3.0,2.0,0.0,0.0
Bochum,Greuther Furth,D2,2018,14/04/2019,H,3,2,1,2,A,21.0,20.0,8.0,8.0,7.0,12.0,11.0,11.0,3.0,0.0,0.0,0.0
Ingolstadt,Holstein Kiel,D2,2018,14/04/2019,D,1,1,1,0,H,11.0,14.0,3.0,3.0,4.0,11.0,15.0,10.0,2.0,1.0,0.0,0.0
St Pauli,Bielefeld,D2,2018,14/04/2019,D,1,1,0,1,A,10.0,14.0,4.0,5.0,3.0,4.0,14.0,10.0,3.0,3.0,0.0,0.0
FC Koln,Hamburg,D2,2018,15/04/2019,D,1,1,1,0,H,12.0,16.0,2.0,3.0,6.0,8.0,14.0,20.0,4.0,3.0,0.0,0.0
Duisburg,Sandhausen,D2,2018,20/04/2019,D,2,2,0,1,A,26.0,14.0,10.0,6.0,12.0,3.0,17.0,11.0,5.0,1.0,0.0,0.0
Greuther Furth,Union Berlin,D2,2018,20/04/2019,D,1,1,0,1,A,21.0,14.0,10.0,5.0,11.0,3.0,13.0,16.0,1.0,3.0,1.0,1.0
Hamburg,Erzgebirge Aue,D2,2018,20/04/2019,D,1,1,0,1,A,17.0,8.0,2.0,3.0,5.0,2.0,8.0,13.0,0.0,2.0,0.0,0.0
Holstein Kiel,Paderborn,D2,2018,20/04/2019,A,1,2,0,0,D,11.0,25.0,2.0,10.0,6.0,7.0,11.0,13.0,1.0,1.0,0.0,0.0
Bielefeld,Ingolstadt,D2,2018,21/04/2019,A,1,3,0,1,A,12.0,13.0,3.0,7.0,9.0,4.0,12.0,15.0,1.0,0.0,0.0,0.0
Darmstadt,Bochum,D2,2018,21/04/2019,D,0,0,0,0,D,10.0,10.0,3.0,1.0,8.0,1.0,13.0,14.0,1.0,0.0,0.0,0.0
Dresden,FC Koln,D2,2018,21/04/2019,H,3,0,2,0,H,16.0,16.0,6.0,2.0,3.0,2.0,25.0,21.0,3.0,4.0,0.0,0.0
Heidenheim,St Pauli,D2,2018,21/04/2019,H,3,0,3,0,H,21.0,5.0,6.0,3.0,7.0,2.0,8.0,11.0,0.0,2.0,0.0,1.0
Regensburg,Magdeburg,D2,2018,21/04/2019,H,1,0,1,0,H,23.0,18.0,8.0,2.0,7.0,12.0,15.0,11.0,3.0,0.0,0.0,0.0
FC Koln,Darmstadt,D2,2018,26/04/2019,A,1,2,0,1,A,27.0,9.0,12.0,4.0,15.0,4.0,13.0,11.0,1.0,3.0,0.0,0.0
Ingolstadt,Dresden,D2,2018,26/04/2019,H,1,0,0,0,D,18.0,15.0,5.0,2.0,6.0,6.0,18.0,16.0,3.0,2.0,0.0,0.0
Magdeburg,Greuther Furth,D2,2018,27/04/2019,H,2,1,2,1,H,16.0,9.0,7.0,2.0,5.0,6.0,16.0,14.0,2.0,4.0,0.0,0.0
Sandhausen,Holstein Kiel,D2,2018,27/04/2019,H,3,2,2,2,D,16.0,15.0,5.0,5.0,7.0,10.0,9.0,10.0,2.0,2.0,0.0,0.0
St Pauli,Regensburg,D2,2018,27/04/2019,H,4,3,1,2,A,19.0,8.0,10.0,3.0,7.0,3.0,13.0,19.0,2.0,4.0,0.0,0.0
Erzgebirge Aue,Bochum,D2,2018,28/04/2019,H,3,2,2,1,H,13.0,13.0,4.0,5.0,2.0,2.0,17.0,16.0,2.0,2.0,0.0,0.0
Paderborn,Heidenheim,D2,2018,28/04/2019,H,3,1,0,0,D,16.0,16.0,5.0,5.0,6.0,6.0,12.0,11.0,1.0,0.0,0.0,0.0
Union Berlin,Hamburg,D2,2018,28/04/2019,H,2,0,0,0,D,12.0,7.0,3.0,4.0,9.0,3.0,14.0,14.0,2.0,2.0,0.0,0.0
Duisburg,Bielefeld,D2,2018,29/04/2019,D,2,2,1,1,D,13.0,10.0,7.0,4.0,5.0,1.0,15.0,17.0,5.0,4.0,0.0,1.0
Bielefeld,Paderborn,D2,2018,03/05/2019,H,2,0,1,0,H,17.0,10.0,6.0,4.0,5.0,2.0,11.0,11.0,5.0,3.0,0.0,0.0
Dresden,St Pauli,D2,2018,03/05/2019,H,2,1,1,0,H,11.0,10.0,5.0,6.0,5.0,5.0,15.0,16.0,2.0,3.0,0.0,0.0
Bochum,Magdeburg,D2,2018,04/05/2019,H,4,2,1,0,H,17.0,18.0,8.0,8.0,2.0,10.0,8.0,6.0,2.0,3.0,0.0,0.0
Hamburg,Ingolstadt,D2,2018,04/05/2019,A,0,3,0,1,A,18.0,9.0,3.0,6.0,5.0,5.0,7.0,13.0,0.0,2.0,0.0,0.0
Heidenheim,Sandhausen,D2,2018,04/05/2019,A,2,3,1,0,H,20.0,12.0,10.0,5.0,10.0,2.0,10.0,12.0,1.0,4.0,0.0,0.0
Darmstadt,Union Berlin,D2,2018,05/05/2019,H,2,1,0,0,D,9.0,21.0,3.0,8.0,1.0,6.0,14.0,14.0,1.0,1.0,0.0,0.0
Holstein Kiel,Duisburg,D2,2018,05/05/2019,A,0,2,0,0,D,29.0,9.0,5.0,5.0,9.0,3.0,14.0,11.0,2.0,1.0,0.0,0.0
Regensburg,Erzgebirge Aue,D2,2018,05/05/2019,A,1,3,0,0,D,15.0,11.0,4.0,5.0,4.0,1.0,19.0,12.0,4.0,1.0,1.0,0.0
Greuther Furth,FC Koln,D2,2018,06/05/2019,A,0,4,0,3,A,3.0,20.0,0.0,9.0,1.0,11.0,10.0,5.0,1.0,0.0,0.0,0.0
Duisburg,Heidenheim,D2,2018,12/05/2019,A,3,4,1,2,A,21.0,22.0,9.0,8.0,7.0,5.0,15.0,10.0,2.0,2.0,0.0,0.0
Erzgebirge Aue,Greuther Furth,D2,2018,12/05/2019,D,1,1,1,1,D,9.0,12.0,2.0,3.0,2.0,8.0,13.0,11.0,2.0,1.0,0.0,0.0
FC Koln,Regensburg,D2,2018,12/05/2019,A,3,5,0,3,A,17.0,27.0,7.0,7.0,6.0,6.0,15.0,17.0,5.0,2.0,1.0,0.0
Holstein Kiel,Dresden,D2,2018,12/05/2019,H,3,0,1,0,H,12.0,4.0,5.0,0.0,6.0,2.0,18.0,19.0,1.0,0.0,0.0,0.0
Ingolstadt,Darmstadt,D2,2018,12/05/2019,H,3,0,2,0,H,10.0,11.0,4.0,0.0,3.0,5.0,15.0,13.0,2.0,3.0,0.0,0.0
Paderborn,Hamburg,D2,2018,12/05/2019,H,4,1,1,0,H,20.0,15.0,11.0,4.0,5.0,9.0,12.0,19.0,1.0,4.0,0.0,0.0
Sandhausen,Bielefeld,D2,2018,12/05/2019,A,0,3,0,2,A,12.0,6.0,2.0,3.0,1.0,6.0,16.0,6.0,0.0,2.0,0.0,0.0
St Pauli,Bochum,D2,2018,12/05/2019,D,0,0,0,0,D,12.0,10.0,3.0,4.0,8.0,4.0,16.0,8.0,0.0,1.0,0.0,0.0
Union Berlin,Magdeburg,D2,2018,12/05/2019,H,3,0,2,0,H,14.0,12.0,7.0,1.0,3.0,5.0,22.0,16.0,1.0,1.0,0.0,0.0
Bielefeld,Holstein Kiel,D2,2018,19/05/2019,H,1,0,0,0,D,20.0,16.0,6.0,1.0,8.0,6.0,9.0,15.0,1.0,1.0,0.0,0.0
Bochum,Union Berlin,D2,2018,19/05/2019,D,2,2,1,0,H,8.0,26.0,2.0,8.0,2.0,7.0,18.0,22.0,4.0,3.0,1.0,0.0
Darmstadt,Erzgebirge Aue,D2,2018,19/05/2019,H,1,0,1,0,H,9.0,14.0,4.0,7.0,2.0,0.0,12.0,15.0,2.0,1.0,0.0,0.0
Dresden,Paderborn,D2,2018,19/05/2019,H,3,1,2,1,H,12.0,21.0,5.0,5.0,8.0,11.0,10.0,14.0,0.0,0.0,0.0,0.0
Greuther Furth,St Pauli,D2,2018,19/05/2019,H,2,1,0,0,D,22.0,9.0,5.0,2.0,3.0,3.0,16.0,15.0,5.0,3.0,0.0,1.0
Hamburg,Duisburg,D2,2018,19/05/2019,H,3,0,1,0,H,22.0,8.0,8.0,5.0,12.0,4.0,6.0,11.0,0.0,2.0,0.0,0.0
Heidenheim,Ingolstadt,D2,2018,19/05/2019,H,4,2,2,0,H,17.0,17.0,10.0,5.0,5.0,9.0,12.0,9.0,1.0,2.0,1.0,0.0
Magdeburg,FC Koln,D2,2018,19/05/2019,D,1,1,0,1,A,12.0,17.0,4.0,5.0,4.0,2.0,10.0,7.0,2.0,2.0,0.0,0.0
Regensburg,Sandhausen,D2,2018,19/05/2019,D,2,2,1,1,D,15.0,12.0,3.0,5.0,7.0,6.0,12.0,15.0,3.0,2.0,0.0,0.0
Stuttgart,Hannover,D2,2019,26/07/2019,H,2,1,2,1,H,14.0,7.0,7.0,2.0,4.0,3.0,14.0,15.0,6.0,3.0,1.0,1.0
Dresden,Nurnberg,D2,2019,27/07/2019,A,0,1,0,0,D,16.0,5.0,3.0,2.0,12.0,1.0,16.0,9.0,2.0,2.0,0.0,0.0
Holstein Kiel,Sandhausen,D2,2019,27/07/2019,D,1,1,0,1,A,21.0,15.0,3.0,3.0,5.0,7.0,4.0,22.0,0.0,4.0,0.0,0.0
Osnabruck,Heidenheim,D2,2019,27/07/2019,A,1,3,0,0,D,9.0,9.0,2.0,6.0,6.0,6.0,12.0,13.0,2.0,1.0,1.0,0.0
Hamburg,Darmstadt,D2,2019,28/07/2019,D,1,1,0,0,D,24.0,8.0,7.0,4.0,7.0,2.0,12.0,15.0,2.0,4.0,0.0,0.0
Greuther Furth,Erzgebirge Aue,D2,2019,28/07/2019,A,0,2,0,1,A,23.0,12.0,7.0,7.0,9.0,2.0,9.0,17.0,1.0,4.0,0.0,0.0
Regensburg,Bochum,D2,2019,28/07/2019,H,3,1,1,0,H,17.0,16.0,6.0,4.0,5.0,3.0,13.0,9.0,2.0,2.0,0.0,0.0
Wehen,Karlsruhe,D2,2019,28/07/2019,A,1,2,0,1,A,16.0,12.0,4.0,4.0,5.0,4.0,9.0,17.0,2.0,2.0,0.0,0.0
Bielefeld,St Pauli,D2,2019,29/07/2019,D,1,1,0,1,A,22.0,5.0,5.0,3.0,8.0,0.0,8.0,15.0,2.0,2.0,0.0,0.0
Bochum,Bielefeld,D2,2019,02/08/2019,D,3,3,0,0,D,19.0,15.0,8.0,7.0,4.0,5.0,9.0,17.0,3.0,2.0,0.0,0.0
Sandhausen,Osnabruck,D2,2019,02/08/2019,A,0,1,0,0,D,13.0,18.0,4.0,4.0,5.0,2.0,15.0,8.0,4.0,1.0,0.0,0.0
St Pauli,Greuther Furth,D2,2019,02/08/2019,A,1,3,1,2,A,15.0,6.0,5.0,5.0,7.0,1.0,9.0,16.0,0.0,1.0,0.0,0.0
Karlsruhe,Dresden,D2,2019,03/08/2019,H,4,2,1,1,D,15.0,15.0,6.0,5.0,4.0,6.0,9.0,14.0,1.0,3.0,0.0,0.0
Hannover,Regensburg,D2,2019,03/08/2019,D,1,1,0,0,D,21.0,9.0,6.0,7.0,8.0,1.0,11.0,12.0,1.0,2.0,0.0,0.0
Heidenheim,Stuttgart,D2,2019,04/08/2019,D,2,2,0,0,D,15.0,23.0,5.0,10.0,3.0,10.0,8.0,12.0,0.0,1.0,0.0,0.0
Darmstadt,Holstein Kiel,D2,2019,04/08/2019,H,2,0,1,0,H,12.0,22.0,5.0,2.0,4.0,15.0,9.0,16.0,0.0,1.0,0.0,0.0
Erzgebirge Aue,Wehen,D2,2019,04/08/2019,H,3,2,2,1,H,11.0,23.0,6.0,7.0,1.0,5.0,15.0,20.0,4.0,5.0,0.0,0.0
Nurnberg,Hamburg,D2,2019,05/08/2019,A,0,4,0,2,A,9.0,15.0,0.0,8.0,4.0,3.0,13.0,6.0,1.0,1.0,0.0,0.0
Hamburg,Bochum,D2,2019,16/08/2019,H,1,0,0,0,D,14.0,7.0,6.0,0.0,14.0,0.0,8.0,16.0,1.0,1.0,0.0,0.0
Sandhausen,Nurnberg,D2,2019,16/08/2019,H,3,2,2,1,H,15.0,11.0,6.0,6.0,3.0,6.0,14.0,16.0,3.0,3.0,0.0,0.0
Bielefeld,Erzgebirge Aue,D2,2019,17/08/2019,H,3,1,1,0,H,14.0,12.0,5.0,8.0,9.0,1.0,17.0,16.0,1.0,3.0,0.0,0.0
Stuttgart,St Pauli,D2,2019,17/08/2019,H,2,1,0,1,A,17.0,15.0,5.0,2.0,4.0,9.0,11.0,17.0,0.0,2.0,0.0,0.0
Wehen,Hannover,D2,2019,17/08/2019,A,0,3,0,1,A,14.0,11.0,5.0,6.0,4.0,6.0,12.0,8.0,4.0,1.0,0.0,0.0
Dresden,Heidenheim,D2,2019,18/08/2019,H,2,1,0,0,D,17.0,13.0,5.0,6.0,5.0,6.0,11.0,15.0,0.0,1.0,0.0,0.0
Greuther Furth,Regensburg,D2,2019,18/08/2019,H,1,0,0,0,D,15.0,4.0,7.0,1.0,5.0,3.0,19.0,14.0,0.0,2.0,0.0,0.0
Holstein Kiel,Karlsruhe,D2,2019,18/08/2019,H,2,1,1,1,D,20.0,17.0,7.0,2.0,6.0,3.0,15.0,13.0,0.0,2.0,1.0,0.0
Osnabruck,Darmstadt,D2,2019,19/08/2019,H,4,0,1,0,H,21.0,8.0,8.0,1.0,3.0,6.0,16.0,16.0,3.0,4.0,0.0,0.0
Darmstadt,Dresden,D2,2019,23/08/2019,D,0,0,0,0,D,11.0,11.0,2.0,2.0,4.0,4.0,10.0,16.0,2.0,2.0,0.0,0.0
Erzgebirge Aue,Stuttgart,D2,2019,23/08/2019,D,0,0,0,0,D,10.0,12.0,0.0,5.0,2.0,7.0,12.0,9.0,1.0,6.0,0.0,1.0
Bochum,Wehen,D2,2019,24/08/2019,D,3,3,0,3,A,23.0,16.0,9.0,7.0,7.0,3.0,12.0,9.0,3.0,1.0,1.0,0.0
Hannover,Greuther Furth,D2,2019,24/08/2019,D,1,1,0,1,A,11.0,17.0,2.0,6.0,4.0,6.0,18.0,18.0,3.0,4.0,0.0,0.0
Regensburg,Bielefeld,D2,2019,24/08/2019,A,1,3,0,1,A,10.0,14.0,3.0,4.0,5.0,7.0,14.0,8.0,4.0,1.0,0.0,0.0
Heidenheim,Sandhausen,D2,2019,25/08/2019,A,0,2,0,0,D,13.0,15.0,2.0,4.0,8.0,5.0,9.0,8.0,1.0,0.0,0.0,0.0
Karlsruhe,Hamburg,D2,2019,25/08/2019,A,2,4,0,2,A,21.0,16.0,7.0,7.0,5.0,2.0,10.0,13.0,2.0,3.0,0.0,0.0
Nurnberg,Osnabruck,D2,2019,25/08/2019,H,1,0,0,0,D,16.0,7.0,7.0,2.0,14.0,1.0,16.0,8.0,2.0,2.0,0.0,0.0
St Pauli,Holstein Kiel,D2,2019,26/08/2019,H,2,1,0,0,D,11.0,13.0,2.0,6.0,6.0,6.0,14.0,7.0,4.0,3.0,1.0,0.0
Nurnberg,Heidenheim,D2,2019,30/08/2019,D,2,2,1,0,H,27.0,8.0,7.0,2.0,8.0,7.0,9.0,9.0,2.0,3.0,0.0,0.0
Sandhausen,Darmstadt,D2,2019,30/08/2019,H,1,0,0,0,D,16.0,16.0,5.0,3.0,7.0,7.0,20.0,12.0,2.0,5.0,0.0,1.0
Bielefeld,Greuther Furth,D2,2019,31/08/2019,D,2,2,1,2,A,19.0,13.0,6.0,5.0,10.0,3.0,13.0,13.0,0.0,3.0,0.0,0.0
Dresden,St Pauli,D2,2019,31/08/2019,D,3,3,1,3,A,13.0,8.0,8.0,3.0,4.0,9.0,7.0,18.0,1.0,2.0,1.0,0.0
Wehen,Regensburg,D2,2019,31/08/2019,A,0,5,0,2,A,11.0,14.0,2.0,9.0,7.0,5.0,12.0,8.0,1.0,0.0,0.0,0.0
Hamburg,Hannover,D2,2019,01/09/2019,H,3,0,1,0,H,20.0,9.0,8.0,4.0,4.0,3.0,11.0,19.0,0.0,0.0,0.0,0.0
Holstein Kiel,Erzgebirge Aue,D2,2019,01/09/2019,D,1,1,0,0,D,12.0,21.0,3.0,6.0,6.0,8.0,10.0,12.0,3.0,3.0,0.0,0.0
