HomeTeam,AwayTeam,Div,season,Date,FTR,FTHG,FTAG,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR
Karlsruhe,Augsburg,D2,2010,18/04/11,A,0,1,0,1,A,,,,,,,,,,,,
Erzgebirge Aue,Cottbus,D2,2010,21/04/11,A,1,2,0,1,A,,,,,,,,,,,,
Osnabruck,Frankfurt FSV,D2,2010,21/04/11,D,1,1,1,1,D,,,,,,,,,,,,
Paderborn,Bochum,D2,2010,21/04/11,D,0,0,0,0,D,,,,,,,,,,,,
Munich 1860,Greuther Furth,D2,2010,23/04/11,H,3,0,2,0,H,,,,,,,,,,,,
Oberhausen,Karlsruhe,D2,2010,23/04/11,H,2,1,1,1,D,,,,,,,,,,,,
Augsburg,Aachen,D2,2010,24/04/11,A,1,2,1,2,A,,,,,,,,,,,,
Fortuna Dusseldorf,Bielefeld,D2,2010,24/04/11,H,2,0,1,0,H,,,,,,,,,,,,
Union Berlin,Ingolstadt,D2,2010,24/04/11,D,1,1,0,0,D,,,,,,,,,,,,
Duisburg,Hertha,D2,2010,25/04/11,A,0,1,0,1,A,,,,,,,,,,,,
Aachen,Oberhausen,D2,2010,29/04/11,H,4,0,1,0,H,,,,,,,,,,,,
Bochum,Union Berlin,D2,2010,29/04/11,H,3,0,1,0,H,,,,,,,,,,,,
Hertha,Munich 1860,D2,2010,29/04/11,A,1,2,0,0,D,,,,,,,,,,,,
Karlsruhe,Fortuna Dusseldorf,D2,2010,29/04/11,D,2,2,2,0,H,,,,,,,,,,,,
Paderborn,Osnabruck,D2,2010,29/04/11,H,1,0,0,0,D,,,,,,,,,,,,
Frankfurt FSV,Duisburg,D2,2010,30/04/11,A,0,4,0,2,A,,,,,,,,,,,,
Greuther Furth,Bielefeld,D2,2010,30/04/11,H,1,0,1,0,H,,,,,,,,,,,,
Ingolstadt,Erzgebirge Aue,D2,2010,30/04/11,D,0,0,0,0,D,,,,,,,,,,,,
Cottbus,Augsburg,D2,2010,02/05/11,D,1,1,0,1,A,,,,,,,,,,,,
Augsburg,Frankfurt FSV,D2,2010,08/05/11,H,2,1,1,1,D,,,,,,,,,,,,
Bielefeld,Karlsruhe,D2,2010,08/05/11,H,2,1,1,0,H,,,,,,,,,,,,
Duisburg,Paderborn,D2,2010,08/05/11,H,3,1,2,0,H,,,,,,,,,,,,
Erzgebirge Aue,Hertha,D2,2010,08/05/11,A,0,2,0,2,A,,,,,,,,,,,,
Fortuna Dusseldorf,Aachen,D2,2010,08/05/11,H,3,1,2,1,H,,,,,,,,,,,,
Munich 1860,Ingolstadt,D2,2010,08/05/11,D,1,1,1,0,H,,,,,,,,,,,,
Oberhausen,Greuther Furth,D2,2010,08/05/11,A,1,4,0,2,A,,,,,,,,,,,,
Osnabruck,Bochum,D2,2010,08/05/11,A,1,3,0,1,A,,,,,,,,,,,,
Union Berlin,Cottbus,D2,2010,08/05/11,H,4,2,1,1,D,,,,,,,,,,,,
Aachen,Bielefeld,D2,2010,15/05/11,D,1,1,1,0,H,,,,,,,,,,,,
Bochum,Duisburg,D2,2010,15/05/11,H,3,1,1,0,H,,,,,,,,,,,,
Cottbus,Oberhausen,D2,2010,15/05/11,H,3,1,1,0,H,,,,,,,,,,,,
Frankfurt FSV,Erzgebirge Aue,D2,2010,15/05/11,A,0,2,0,1,A,,,,,,,,,,,,
Greuther Furth,Fortuna Dusseldorf,D2,2010,15/05/11,D,1,1,0,0,D,,,,,,,,,,,,
Hertha,Augsburg,D2,2010,15/05/11,H,2,1,1,0,H,,,,,,,,,,,,
Ingolstadt,Osnabruck,D2,2010,15/05/11,A,0,1,0,1,A,,,,,,,,,,,,
Karlsruhe,Union Berlin,D2,2010,15/05/11,H,3,2,2,1,H,,,,,,,,,,,,
Paderborn,Munich 1860,D2,2010,15/05/11,H,3,2,2,1,H,,,,,,,,,,,,
Cottbus,Dresden,D2,2011,15/07/11,H,2,1,0,1,A,,,,,,,,,,,,
Frankfurt FSV,Union Berlin,D2,2011,15/07/11,D,1,1,0,1,A,,,,,,,,,,,,
Greuther Furth,Ein Frankfurt,D2,2011,15/07/11,A,2,3,2,0,H,,,,,,,,,,,,
Erzgebirge Aue,Aachen,D2,2011,16/07/11,H,1,0,0,0,D,,,,,,,,,,,,
St Pauli,Ingolstadt,D2,2011,16/07/11,H,2,0,0,0,D,,,,,,,,,,,,
Braunschweig,Munich 1860,D2,2011,17/07/11,H,3,1,3,1,H,,,,,,,,,,,,
Hansa Rostock,Paderborn,D2,2011,17/07/11,A,1,2,1,1,D,,,,,,,,,,,,
Karlsruhe,Duisburg,D2,2011,17/07/11,H,3,2,3,2,H,,,,,,,,,,,,
Fortuna Dusseldorf,Bochum,D2,2011,18/07/11,H,2,0,0,0,D,,,,,,,,,,,,
Bochum,Frankfurt FSV,D2,2011,22/07/11,H,1,0,0,0,D,,,,,,,,,,,,
Duisburg,Cottbus,D2,2011,22/07/11,A,1,2,1,2,A,,,,,,,,,,,,
Ingolstadt,Erzgebirge Aue,D2,2011,22/07/11,D,0,0,0,0,D,,,,,,,,,,,,
Munich 1860,Karlsruhe,D2,2011,23/07/11,H,2,1,1,1,D,,,,,,,,,,,,
Union Berlin,Greuther Furth,D2,2011,23/07/11,A,0,4,0,2,A,,,,,,,,,,,,
Aachen,Braunschweig,D2,2011,24/07/11,A,0,2,0,1,A,,,,,,,,,,,,
Dresden,Hansa Rostock,D2,2011,24/07/11,D,1,1,0,0,D,,,,,,,,,,,,
Paderborn,Fortuna Dusseldorf,D2,2011,24/07/11,D,1,1,0,1,A,,,,,,,,,,,,
Ein Frankfurt,St Pauli,D2,2011,25/07/11,D,1,1,0,1,A,,,,,,,,,,,,
Fortuna Dusseldorf,Ingolstadt,D2,2011,05/08/11,H,4,1,1,0,H,,,,,,,,,,,,
St Pauli,Aachen,D2,2011,05/08/11,H,3,1,2,1,H,,,,,,,,,,,,
Union Berlin,Paderborn,D2,2011,05/08/11,H,3,0,1,0,H,,,,,,,,,,,,
Cottbus,Munich 1860,D2,2011,06/08/11,A,0,5,0,4,A,,,,,,,,,,,,
Greuther Furth,Dresden,D2,2011,06/08/11,H,1,0,0,0,D,,,,,,,,,,,,
Braunschweig,Ein Frankfurt,D2,2011,07/08/11,A,0,3,0,1,A,,,,,,,,,,,,
Erzgebirge Aue,Karlsruhe,D2,2011,07/08/11,A,0,2,0,1,A,,,,,,,,,,,,
Frankfurt FSV,Duisburg,D2,2011,07/08/11,D,0,0,0,0,D,,,,,,,,,,,,
Hansa Rostock,Bochum,D2,2011,08/08/11,D,0,0,0,0,D,,,,,,,,,,,,
Bochum,St Pauli,D2,2011,12/08/11,A,1,2,1,1,D,,,,,,,,,,,,
Dresden,Union Berlin,D2,2011,12/08/11,H,4,0,1,0,H,,,,,,,,,,,,
Karlsruhe,Braunschweig,D2,2011,12/08/11,A,1,3,1,2,A,,,,,,,,,,,,
Aachen,Cottbus,D2,2011,13/08/11,A,0,2,0,0,D,,,,,,,,,,,,
Paderborn,Greuther Furth,D2,2011,13/08/11,A,0,1,0,0,D,,,,,,,,,,,,
Duisburg,Hansa Rostock,D2,2011,14/08/11,D,0,0,0,0,D,,,,,,,,,,,,
Ingolstadt,Frankfurt FSV,D2,2011,14/08/11,D,1,1,0,1,A,,,,,,,,,,,,
Munich 1860,Erzgebirge Aue,D2,2011,14/08/11,H,4,0,2,0,H,,,,,,,,,,,,
Ein Frankfurt,Fortuna Dusseldorf,D2,2011,15/08/11,D,1,1,1,0,H,,,,,,,,,,,,
Fortuna Dusseldorf,Munich 1860,D2,2011,19/08/11,H,3,1,1,0,H,,,,,,,,,,,,
Greuther Furth,Ingolstadt,D2,2011,19/08/11,H,3,0,1,0,H,,,,,,,,,,,,
Hansa Rostock,Aachen,D2,2011,19/08/11,D,0,0,0,0,D,,,,,,,,,,,,
Braunschweig,Erzgebirge Aue,D2,2011,20/08/11,D,1,1,1,1,D,,,,,,,,,,,,
Union Berlin,Bochum,D2,2011,20/08/11,H,2,1,1,1,D,,,,,,,,,,,,
Cottbus,Karlsruhe,D2,2011,21/08/11,H,2,0,2,0,H,,,,,,,,,,,,
Dresden,Paderborn,D2,2011,21/08/11,A,1,2,0,1,A,,,,,,,,,,,,
Frankfurt FSV,Ein Frankfurt,D2,2011,21/08/11,A,0,4,0,3,A,,,,,,,,,,,,
St Pauli,Duisburg,D2,2011,22/08/11,H,2,1,1,1,D,,,,,,,,,,,,
Bochum,Greuther Furth,D2,2011,26/08/11,A,1,4,1,1,D,,,,,,,,,,,,
Duisburg,Dresden,D2,2011,26/08/11,H,3,0,1,0,H,,,,,,,,,,,,
Ingolstadt,Hansa Rostock,D2,2011,26/08/11,H,3,1,1,0,H,,,,,,,,,,,,
Aachen,Fortuna Dusseldorf,D2,2011,27/08/11,D,0,0,0,0,D,,,,,,,,,,,,
Karlsruhe,Frankfurt FSV,D2,2011,27/08/11,A,0,4,0,2,A,,,,,,,,,,,,
Braunschweig,St Pauli,D2,2011,28/08/11,H,1,0,0,0,D,,,,,,,,,,,,
Ein Frankfurt,Paderborn,D2,2011,28/08/11,D,0,0,0,0,D,,,,,,,,,,,,
Munich 1860,Union Berlin,D2,2011,28/08/11,H,3,1,1,1,D,,,,,,,,,,,,
Erzgebirge Aue,Cottbus,D2,2011,29/08/11,D,0,0,0,0,D,,,,,,,,,,,,
Greuther Furth,Duisburg,D2,2011,09/09/11,H,2,1,0,0,D,,,,,,,,,,,,
Hansa Rostock,Braunschweig,D2,2011,09/09/11,D,0,0,0,0,D,,,,,,,,,,,,
Paderborn,Aachen,D2,2011,09/09/11,D,0,0,0,0,D,,,,,,,,,,,,
Cottbus,Ein Frankfurt,D2,2011,10/09/11,D,3,3,1,0,H,,,,,,,,,,,,
Fortuna Dusseldorf,Karlsruhe,D2,2011,10/09/11,H,4,2,2,1,H,,,,,,,,,,,,
Frankfurt FSV,Erzgebirge Aue,D2,2011,11/09/11,D,1,1,0,0,D,,,,,,,,,,,,
St Pauli,Munich 1860,D2,2011,11/09/11,H,4,2,0,1,A,,,,,,,,,,,,
Union Berlin,Ingolstadt,D2,2011,11/09/11,H,4,1,2,1,H,,,,,,,,,,,,
Dresden,Bochum,D2,2011,12/09/11,H,2,1,1,0,H,,,,,,,,,,,,
Ein Frankfurt,Hansa Rostock,D2,2011,16/09/11,H,4,1,1,0,H,,,,,,,,,,,,
Erzgebirge Aue,Fortuna Dusseldorf,D2,2011,16/09/11,A,2,4,0,2,A,,,,,,,,,,,,
Ingolstadt,Dresden,D2,2011,16/09/11,H,4,2,2,2,D,,,,,,,,,,,,
Braunschweig,Cottbus,D2,2011,17/09/11,H,3,1,2,0,H,,,,,,,,,,,,
Duisburg,Union Berlin,D2,2011,17/09/11,D,1,1,0,1,A,,,,,,,,,,,,
Aachen,Greuther Furth,D2,2011,18/09/11,D,0,0,0,0,D,,,,,,,,,,,,
Bochum,Paderborn,D2,2011,18/09/11,A,0,4,0,1,A,,,,,,,,,,,,
Munich 1860,Frankfurt FSV,D2,2011,18/09/11,H,4,0,1,0,H,,,,,,,,,,,,
Karlsruhe,St Pauli,D2,2011,19/09/11,A,0,2,0,1,A,,,,,,,,,,,,
Frankfurt FSV,Braunschweig,D2,2011,23/09/11,D,1,1,0,0,D,,,,,,,,,,,,
Paderborn,Ingolstadt,D2,2011,23/09/11,H,4,1,2,0,H,,,,,,,,,,,,
St Pauli,Erzgebirge Aue,D2,2011,23/09/11,A,2,3,1,0,H,,,,,,,,,,,,
Fortuna Dusseldorf,Cottbus,D2,2011,24/09/11,H,4,2,3,0,H,,,,,,,,,,,,
Union Berlin,Aachen,D2,2011,24/09/11,H,2,0,1,0,H,,,,,,,,,,,,
Bochum,Duisburg,D2,2011,25/09/11,H,2,1,1,0,H,,,,,,,,,,,,
Greuther Furth,Munich 1860,D2,2011,25/09/11,H,2,0,1,0,H,,,,,,,,,,,,
Hansa Rostock,Karlsruhe,D2,2011,25/09/11,D,1,1,1,0,H,,,,,,,,,,,,
Dresden,Ein Frankfurt,D2,2011,26/09/11,A,1,4,1,2,A,,,,,,,,,,,,
Aachen,Frankfurt FSV,D2,2011,30/09/11,A,1,3,1,0,H,,,,,,,,,,,,
Ein Frankfurt,Union Berlin,D2,2011,30/09/11,H,3,1,2,0,H,,,,,,,,,,,,
Erzgebirge Aue,Hansa Rostock,D2,2011,30/09/11,H,1,0,0,0,D,,,,,,,,,,,,
Cottbus,St Pauli,D2,2011,01/10/11,A,1,4,0,2,A,,,,,,,,,,,,
Ingolstadt,Bochum,D2,2011,01/10/11,A,3,5,3,1,H,,,,,,,,,,,,
Duisburg,Paderborn,D2,2011,02/10/11,A,0,1,0,0,D,,,,,,,,,,,,
Karlsruhe,Greuther Furth,D2,2011,02/10/11,D,2,2,0,1,A,,,,,,,,,,,,
Munich 1860,Dresden,D2,2011,02/10/11,A,2,4,0,2,A,,,,,,,,,,,,
Braunschweig,Fortuna Dusseldorf,D2,2011,03/10/11,D,1,1,1,0,H,,,,,,,,,,,,
Bochum,Ein Frankfurt,D2,2011,14/10/11,A,0,2,0,2,A,,,,,,,,,,,,
Hansa Rostock,Munich 1860,D2,2011,14/10/11,H,2,0,1,0,H,,,,,,,,,,,,
Paderborn,Braunschweig,D2,2011,14/10/11,H,1,0,1,0,H,,,,,,,,,,,,
Duisburg,Ingolstadt,D2,2011,15/10/11,H,3,1,0,1,A,,,,,,,,,,,,
Union Berlin,Karlsruhe,D2,2011,15/10/11,H,2,0,1,0,H,,,,,,,,,,,,
Dresden,Aachen,D2,2011,16/10/11,D,1,1,0,1,A,,,,,,,,,,,,
Frankfurt FSV,Cottbus,D2,2011,16/10/11,A,0,1,0,0,D,,,,,,,,,,,,
Greuther Furth,Erzgebirge Aue,D2,2011,16/10/11,H,2,0,1,0,H,,,,,,,,,,,,
St Pauli,Fortuna Dusseldorf,D2,2011,17/10/11,A,1,3,1,1,D,,,,,,,,,,,,
Fortuna Dusseldorf,Hansa Rostock,D2,2011,21/10/11,H,2,0,1,0,H,,,,,,,,,,,,
Karlsruhe,Bochum,D2,2011,21/10/11,D,0,0,0,0,D,,,,,,,,,,,,
Munich 1860,Paderborn,D2,2011,21/10/11,D,1,1,1,0,H,,,,,,,,,,,,
Braunschweig,Dresden,D2,2011,22/10/11,A,0,2,0,1,A,,,,,,,,,,,,
Cottbus,Greuther Furth,D2,2011,22/10/11,A,0,2,0,1,A,,,,,,,,,,,,
Aachen,Ingolstadt,D2,2011,23/10/11,H,3,1,2,0,H,,,,,,,,,,,,
Ein Frankfurt,Duisburg,D2,2011,23/10/11,H,3,0,1,0,H,,,,,,,,,,,,
Erzgebirge Aue,Union Berlin,D2,2011,23/10/11,D,1,1,1,1,D,,,,,,,,,,,,
St Pauli,Frankfurt FSV,D2,2011,23/10/11,H,2,1,2,0,H,,,,,,,,,,,,
Bochum,Aachen,D2,2011,28/10/11,H,1,0,1,0,H,,,,,,,,,,,,
Hansa Rostock,Cottbus,D2,2011,28/10/11,D,1,1,0,1,A,,,,,,,,,,,,
Union Berlin,St Pauli,D2,2011,28/10/11,A,0,2,0,0,D,,,,,,,,,,,,
Dresden,Karlsruhe,D2,2011,29/10/11,H,5,1,3,1,H,,,,,,,,,,,,
Paderborn,Erzgebirge Aue,D2,2011,29/10/11,H,1,0,0,0,D,,,,,,,,,,,,
Duisburg,Munich 1860,D2,2011,30/10/11,A,0,3,0,1,A,,,,,,,,,,,,
Frankfurt FSV,Fortuna Dusseldorf,D2,2011,30/10/11,A,2,5,2,1,H,,,,,,,,,,,,
Ingolstadt,Ein Frankfurt,D2,2011,30/10/11,D,1,1,0,0,D,,,,,,,,,,,,
Greuther Furth,Braunschweig,D2,2011,31/10/11,A,1,3,0,1,A,,,,,,,,,,,,
Braunschweig,Union Berlin,D2,2011,04/11/11,A,1,2,0,1,A,,,,,,,,,,,,
Fortuna Dusseldorf,Dresden,D2,2011,04/11/11,H,2,1,1,1,D,,,,,,,,,,,,
Karlsruhe,Ingolstadt,D2,2011,04/11/11,H,3,2,1,1,D,,,,,,,,,,,,
Munich 1860,Bochum,D2,2011,05/11/11,A,1,3,0,2,A,,,,,,,,,,,,
St Pauli,Greuther Furth,D2,2011,05/11/11,D,2,2,0,1,A,,,,,,,,,,,,
Aachen,Duisburg,D2,2011,06/11/11,D,2,2,1,1,D,,,,,,,,,,,,
Cottbus,Paderborn,D2,2011,06/11/11,A,0,2,0,0,D,,,,,,,,,,,,
Frankfurt FSV,Hansa Rostock,D2,2011,06/11/11,D,0,0,0,0,D,,,,,,,,,,,,
Erzgebirge Aue,Ein Frankfurt,D2,2011,07/11/11,A,1,2,1,1,D,,,,,,,,,,,,
Duisburg,Braunschweig,D2,2011,18/11/11,H,3,0,2,0,H,,,,,,,,,,,,
Ingolstadt,Munich 1860,D2,2011,18/11/11,A,0,1,0,1,A,,,,,,,,,,,,
Paderborn,Karlsruhe,D2,2011,18/11/11,H,2,1,1,1,D,,,,,,,,,,,,
Hansa Rostock,St Pauli,D2,2011,19/11/11,A,1,3,0,1,A,,,,,,,,,,,,
Union Berlin,Fortuna Dusseldorf,D2,2011,19/11/11,D,0,0,0,0,D,,,,,,,,,,,,
Dresden,Erzgebirge Aue,D2,2011,20/11/11,A,1,2,1,0,H,,,,,,,,,,,,
Ein Frankfurt,Aachen,D2,2011,20/11/11,H,4,3,2,0,H,,,,,,,,,,,,
Greuther Furth,Frankfurt FSV,D2,2011,20/11/11,H,4,0,1,0,H,,,,,,,,,,,,
Bochum,Cottbus,D2,2011,21/11/11,A,0,1,0,0,D,,,,,,,,,,,,
Erzgebirge Aue,Duisburg,D2,2011,25/11/11,A,1,2,1,1,D,,,,,,,,,,,,
Frankfurt FSV,Paderborn,D2,2011,25/11/11,D,2,2,0,1,A,,,,,,,,,,,,
Hansa Rostock,Union Berlin,D2,2011,25/11/11,A,2,5,0,0,D,,,,,,,,,,,,
Karlsruhe,Aachen,D2,2011,26/11/11,A,0,2,0,1,A,,,,,,,,,,,,
Munich 1860,Ein Frankfurt,D2,2011,26/11/11,H,2,1,1,0,H,,,,,,,,,,,,
Braunschweig,Bochum,D2,2011,27/11/11,H,4,0,2,0,H,,,,,,,,,,,,
Cottbus,Ingolstadt,D2,2011,27/11/11,D,0,0,0,0,D,,,,,,,,,,,,
St Pauli,Dresden,D2,2011,27/11/11,H,3,1,0,0,D,,,,,,,,,,,,
Fortuna Dusseldorf,Greuther Furth,D2,2011,28/11/11,H,2,1,2,0,H,,,,,,,,,,,,
Ingolstadt,Braunschweig,D2,2011,02/12/11,A,0,1,0,1,A,,,,,,,,,,,,
Paderborn,St Pauli,D2,2011,02/12/11,D,1,1,1,0,H,,,,,,,,,,,,
Union Berlin,Cottbus,D2,2011,02/12/11,H,1,0,1,0,H,,,,,,,,,,,,
Ein Frankfurt,Karlsruhe,D2,2011,03/12/11,H,2,0,1,0,H,,,,,,,,,,,,
Greuther Furth,Hansa Rostock,D2,2011,03/12/11,H,3,0,1,0,H,,,,,,,,,,,,
Aachen,Munich 1860,D2,2011,04/12/11,D,2,2,1,1,D,,,,,,,,,,,,
Bochum,Erzgebirge Aue,D2,2011,04/12/11,H,6,0,3,0,H,,,,,,,,,,,,
Dresden,Frankfurt FSV,D2,2011,04/12/11,D,2,2,1,1,D,,,,,,,,,,,,
Duisburg,Fortuna Dusseldorf,D2,2011,05/12/11,A,0,2,0,0,D,,,,,,,,,,,,
Duisburg,Karlsruhe,D2,2011,09/12/11,H,3,1,1,0,H,,,,,,,,,,,,
Munich 1860,Braunschweig,D2,2011,09/12/11,H,3,0,1,0,H,,,,,,,,,,,,
Paderborn,Hansa Rostock,D2,2011,09/12/11,H,2,0,1,0,H,,,,,,,,,,,,
Bochum,Fortuna Dusseldorf,D2,2011,10/12/11,D,1,1,1,0,H,,,,,,,,,,,,
Union Berlin,Frankfurt FSV,D2,2011,10/12/11,H,4,0,2,0,H,,,,,,,,,,,,
Aachen,Erzgebirge Aue,D2,2011,11/12/11,D,1,1,0,0,D,,,,,,,,,,,,
Dresden,Cottbus,D2,2011,11/12/11,H,2,1,0,0,D,,,,,,,,,,,,
Ingolstadt,St Pauli,D2,2011,11/12/11,H,1,0,0,0,D,,,,,,,,,,,,
Ein Frankfurt,Greuther Furth,D2,2011,12/12/11,D,0,0,0,0,D,,,,,,,,,,,,
Erzgebirge Aue,Ingolstadt,D2,2011,16/12/11,D,1,1,0,1,A,,,,,,,,,,,,
Fortuna Dusseldorf,Paderborn,D2,2011,16/12/11,A,2,3,0,1,A,,,,,,,,,,,,
Greuther Furth,Union Berlin,D2,2011,16/12/11,H,5,0,3,0,H,,,,,,,,,,,,
Frankfurt FSV,Bochum,D2,2011,17/12/11,A,0,2,0,2,A,,,,,,,,,,,,
Karlsruhe,Munich 1860,D2,2011,17/12/11,A,1,3,0,1,A,,,,,,,,,,,,
Braunschweig,Aachen,D2,2011,18/12/11,D,1,1,0,1,A,,,,,,,,,,,,
Cottbus,Duisburg,D2,2011,18/12/11,D,1,1,1,0,H,,,,,,,,,,,,
Hansa Rostock,Dresden,D2,2011,18/12/11,D,2,2,1,1,D,,,,,,,,,,,,
St Pauli,Ein Frankfurt,D2,2011,19/12/11,H,2,0,1,0,H,,,,,,,,,,,,
Dresden,Greuther Furth,D2,2011,03/02/12,H,3,1,1,0,H,,,,,,,,,,,,
Duisburg,Frankfurt FSV,D2,2011,03/02/12,A,1,2,0,1,A,,,,,,,,,,,,
Paderborn,Union Berlin,D2,2011,03/02/12,H,3,2,1,1,D,,,,,,,,,,,,
Aachen,St Pauli,D2,2011,04/02/12,H,2,1,2,1,H,,,,,,,,,,,,
Ingolstadt,Fortuna Dusseldorf,D2,2011,04/02/12,D,1,1,1,1,D,,,,,,,,,,,,
Bochum,Hansa Rostock,D2,2011,05/02/12,H,2,1,1,0,H,,,,,,,,,,,,
Ein Frankfurt,Braunschweig,D2,2011,05/02/12,H,2,1,2,1,H,,,,,,,,,,,,
Karlsruhe,Erzgebirge Aue,D2,2011,05/02/12,H,2,1,1,1,D,,,,,,,,,,,,
Munich 1860,Cottbus,D2,2011,06/02/12,H,2,0,1,0,H,,,,,,,,,,,,
Cottbus,Aachen,D2,2011,10/02/12,D,1,1,0,0,D,,,,,,,,,,,,
Frankfurt FSV,Ingolstadt,D2,2011,10/02/12,D,1,1,1,0,H,,,,,,,,,,,,
Braunschweig,Karlsruhe,D2,2011,11/02/12,D,0,0,0,0,D,,,,,,,,,,,,
Union Berlin,Dresden,D2,2011,11/02/12,H,4,0,1,0,H,,,,,,,,,,,,
Greuther Furth,Paderborn,D2,2011,12/02/12,H,5,1,3,1,H,,,,,,,,,,,,
Hansa Rostock,Duisburg,D2,2011,12/02/12,H,4,2,2,2,D,,,,,,,,,,,,
St Pauli,Bochum,D2,2011,12/02/12,H,2,1,1,1,D,,,,,,,,,,,,
Fortuna Dusseldorf,Ein Frankfurt,D2,2011,13/02/12,D,1,1,0,0,D,,,,,,,,,,,,
Duisburg,St Pauli,D2,2011,17/02/12,A,0,1,0,1,A,,,,,,,,,,,,
Karlsruhe,Cottbus,D2,2011,17/02/12,H,2,0,0,0,D,,,,,,,,,,,,
Paderborn,Dresden,D2,2011,17/02/12,D,2,2,1,1,D,,,,,,,,,,,,
Bochum,Union Berlin,D2,2011,18/02/12,H,4,2,1,0,H,,,,,,,,,,,,
Ein Frankfurt,Frankfurt FSV,D2,2011,18/02/12,H,6,1,2,0,H,,,,,,,,,,,,
Aachen,Hansa Rostock,D2,2011,19/02/12,D,0,0,0,0,D,,,,,,,,,,,,
Ingolstadt,Greuther Furth,D2,2011,19/02/12,D,0,0,0,0,D,,,,,,,,,,,,
Munich 1860,Fortuna Dusseldorf,D2,2011,19/02/12,H,2,1,1,1,D,,,,,,,,,,,,
Erzgebirge Aue,Braunschweig,D2,2011,20/02/12,D,1,1,1,1,D,,,,,,,,,,,,
Dresden,Duisburg,D2,2011,24/02/12,H,2,0,0,0,D,,,,,,,,,,,,
Hansa Rostock,Ingolstadt,D2,2011,24/02/12,A,1,2,1,0,H,,,,,,,,,,,,
Union Berlin,Munich 1860,D2,2011,24/02/12,A,0,1,0,0,D,,,,,,,,,,,,
Cottbus,Erzgebirge Aue,D2,2011,25/02/12,H,2,0,1,0,H,,,,,,,,,,,,
Greuther Furth,Bochum,D2,2011,25/02/12,H,6,2,2,1,H,,,,,,,,,,,,
Frankfurt FSV,Karlsruhe,D2,2011,26/02/12,H,2,1,2,0,H,,,,,,,,,,,,
Paderborn,Ein Frankfurt,D2,2011,26/02/12,H,4,2,2,2,D,,,,,,,,,,,,
St Pauli,Braunschweig,D2,2011,26/02/12,D,0,0,0,0,D,,,,,,,,,,,,
Fortuna Dusseldorf,Aachen,D2,2011,27/02/12,D,0,0,0,0,D,,,,,,,,,,,,
Bochum,Dresden,D2,2011,02/03/12,A,0,2,0,1,A,,,,,,,,,,,,
Duisburg,Greuther Furth,D2,2011,02/03/12,A,0,2,0,0,D,,,,,,,,,,,,
Ingolstadt,Union Berlin,D2,2011,02/03/12,D,3,3,1,1,D,,,,,,,,,,,,
Aachen,Paderborn,D2,2011,03/03/12,A,0,3,0,0,D,,,,,,,,,,,,
Karlsruhe,Fortuna Dusseldorf,D2,2011,03/03/12,A,0,5,0,2,A,,,,,,,,,,,,
Braunschweig,Hansa Rostock,D2,2011,04/03/12,H,3,2,2,1,H,,,,,,,,,,,,
Ein Frankfurt,Cottbus,D2,2011,04/03/12,H,1,0,0,0,D,,,,,,,,,,,,
Erzgebirge Aue,Frankfurt FSV,D2,2011,04/03/12,H,4,3,3,3,D,,,,,,,,,,,,
Munich 1860,St Pauli,D2,2011,05/03/12,D,1,1,0,1,A,,,,,,,,,,,,
Greuther Furth,Aachen,D2,2011,09/03/12,H,1,0,1,0,H,,,,,,,,,,,,
Paderborn,Bochum,D2,2011,09/03/12,D,0,0,0,0,D,,,,,,,,,,,,
Union Berlin,Duisburg,D2,2011,09/03/12,D,1,1,0,0,D,,,,,,,,,,,,
Fortuna Dusseldorf,Erzgebirge Aue,D2,2011,10/03/12,H,3,1,1,1,D,,,,,,,,,,,,
Frankfurt FSV,Munich 1860,D2,2011,10/03/12,H,3,1,2,1,H,,,,,,,,,,,,
Cottbus,Braunschweig,D2,2011,11/03/12,D,1,1,0,1,A,,,,,,,,,,,,
Dresden,Ingolstadt,D2,2011,11/03/12,D,0,0,0,0,D,,,,,,,,,,,,
Hansa Rostock,Ein Frankfurt,D2,2011,11/03/12,A,1,5,0,2,A,,,,,,,,,,,,
St Pauli,Karlsruhe,D2,2011,12/03/12,H,1,0,1,0,H,,,,,,,,,,,,
Erzgebirge Aue,Munich 1860,D2,2011,14/03/12,D,0,0,0,0,D,,,,,,,,,,,,
Aachen,Union Berlin,D2,2011,16/03/12,A,1,3,1,2,A,,,,,,,,,,,,
Braunschweig,Frankfurt FSV,D2,2011,16/03/12,D,0,0,0,0,D,,,,,,,,,,,,
Ein Frankfurt,Dresden,D2,2011,16/03/12,H,3,0,3,0,H,,,,,,,,,,,,
Ingolstadt,Paderborn,D2,2011,17/03/12,H,4,0,1,0,H,,,,,,,,,,,,
Munich 1860,Greuther Furth,D2,2011,17/03/12,A,1,4,1,2,A,,,,,,,,,,,,
Duisburg,Bochum,D2,2011,18/03/12,H,2,1,1,1,D,,,,,,,,,,,,
Erzgebirge Aue,St Pauli,D2,2011,18/03/12,H,2,1,0,1,A,,,,,,,,,,,,
Karlsruhe,Hansa Rostock,D2,2011,18/03/12,D,2,2,1,1,D,,,,,,,,,,,,
Cottbus,Fortuna Dusseldorf,D2,2011,19/03/12,D,1,1,1,0,H,,,,,,,,,,,,
Bochum,Ingolstadt,D2,2011,23/03/12,A,0,1,0,0,D,,,,,,,,,,,,
