HomeTeam,AwayTeam,Div,season,Date,FTR,FTHG,FTAG,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR
Augsburg,Werder Bremen,D1,2014,20/09/14,H,4,2,2.0,1.0,H,19.0,13.0,7.0,6.0,6.0,5.0,13.0,20.0,1.0,4.0,0.0,0.0
Hamburg,Bayern Munich,D1,2014,20/09/14,D,0,0,0.0,0.0,D,4.0,15.0,0.0,3.0,3.0,9.0,22.0,11.0,4.0,2.0,0.0,0.0
Mainz,Dortmund,D1,2014,20/09/14,H,2,0,0.0,0.0,D,8.0,20.0,5.0,4.0,1.0,7.0,17.0,18.0,2.0,1.0,0.0,0.0
Paderborn,Hannover,D1,2014,20/09/14,H,2,0,0.0,0.0,D,17.0,14.0,4.0,2.0,7.0,5.0,11.0,13.0,1.0,0.0,0.0,0.0
Schalke 04,Ein Frankfurt,D1,2014,20/09/14,D,2,2,1.0,2.0,A,8.0,15.0,3.0,4.0,1.0,3.0,15.0,15.0,1.0,2.0,2.0,1.0
Stuttgart,Hoffenheim,D1,2014,20/09/14,A,0,2,0.0,1.0,A,17.0,10.0,2.0,4.0,9.0,4.0,17.0,21.0,0.0,2.0,0.0,0.0
FC Koln,M'gladbach,D1,2014,21/09/14,D,0,0,0.0,0.0,D,10.0,9.0,7.0,1.0,4.0,3.0,15.0,13.0,2.0,2.0,0.0,0.0
Wolfsburg,Leverkusen,D1,2014,21/09/14,H,4,1,2.0,1.0,H,17.0,12.0,9.0,1.0,8.0,3.0,9.0,12.0,1.0,1.0,0.0,1.0
Bayern Munich,Paderborn,D1,2014,23/09/14,H,4,0,2.0,0.0,H,25.0,6.0,9.0,2.0,9.0,3.0,8.0,7.0,0.0,0.0,0.0,0.0
Ein Frankfurt,Mainz,D1,2014,23/09/14,D,2,2,1.0,2.0,A,16.0,5.0,8.0,5.0,9.0,3.0,16.0,24.0,3.0,3.0,0.0,0.0
Hoffenheim,Freiburg,D1,2014,23/09/14,D,3,3,1.0,2.0,A,18.0,6.0,8.0,4.0,4.0,3.0,20.0,14.0,3.0,3.0,0.0,1.0
Werder Bremen,Schalke 04,D1,2014,23/09/14,A,0,3,0.0,0.0,D,12.0,11.0,4.0,4.0,6.0,5.0,17.0,15.0,4.0,3.0,0.0,0.0
Dortmund,Stuttgart,D1,2014,24/09/14,D,2,2,0.0,0.0,D,25.0,10.0,9.0,5.0,5.0,4.0,11.0,10.0,2.0,2.0,0.0,0.0
Hannover,FC Koln,D1,2014,24/09/14,H,1,0,1.0,0.0,H,9.0,9.0,4.0,3.0,2.0,6.0,9.0,11.0,0.0,2.0,0.0,0.0
Hertha,Wolfsburg,D1,2014,24/09/14,H,1,0,1.0,0.0,H,3.0,13.0,3.0,3.0,6.0,5.0,15.0,10.0,3.0,2.0,0.0,0.0
Leverkusen,Augsburg,D1,2014,24/09/14,H,1,0,1.0,0.0,H,17.0,11.0,3.0,4.0,6.0,7.0,13.0,13.0,3.0,2.0,0.0,0.0
M'gladbach,Hamburg,D1,2014,24/09/14,H,1,0,1.0,0.0,H,20.0,14.0,9.0,1.0,9.0,9.0,19.0,17.0,1.0,1.0,0.0,0.0
Mainz,Hoffenheim,D1,2014,26/09/14,D,0,0,0.0,0.0,D,10.0,13.0,3.0,3.0,5.0,4.0,13.0,25.0,1.0,2.0,0.0,0.0
FC Koln,Bayern Munich,D1,2014,27/09/14,A,0,2,0.0,1.0,A,8.0,21.0,3.0,8.0,2.0,11.0,6.0,6.0,0.0,0.0,0.0,0.0
Freiburg,Leverkusen,D1,2014,27/09/14,D,0,0,0.0,0.0,D,8.0,16.0,3.0,8.0,5.0,3.0,21.0,24.0,2.0,4.0,1.0,1.0
Paderborn,M'gladbach,D1,2014,27/09/14,A,1,2,0.0,2.0,A,24.0,11.0,8.0,4.0,9.0,0.0,9.0,18.0,1.0,1.0,0.0,0.0
Schalke 04,Dortmund,D1,2014,27/09/14,H,2,1,2.0,1.0,H,11.0,17.0,6.0,5.0,3.0,9.0,15.0,15.0,1.0,1.0,0.0,0.0
Stuttgart,Hannover,D1,2014,27/09/14,H,1,0,0.0,0.0,D,12.0,12.0,6.0,4.0,8.0,1.0,16.0,16.0,3.0,2.0,0.0,0.0
Wolfsburg,Werder Bremen,D1,2014,27/09/14,H,2,1,1.0,1.0,D,18.0,8.0,8.0,3.0,8.0,5.0,11.0,12.0,0.0,0.0,0.0,0.0
Augsburg,Hertha,D1,2014,28/09/14,H,1,0,1.0,0.0,H,8.0,10.0,3.0,3.0,3.0,9.0,18.0,20.0,2.0,4.0,0.0,0.0
Hamburg,Ein Frankfurt,D1,2014,28/09/14,A,1,2,0.0,1.0,A,14.0,7.0,6.0,4.0,8.0,3.0,21.0,18.0,2.0,2.0,0.0,0.0
Hertha,Stuttgart,D1,2014,03/10/14,H,3,2,1.0,1.0,D,12.0,9.0,9.0,2.0,3.0,7.0,18.0,15.0,2.0,2.0,0.0,0.0
Bayern Munich,Hannover,D1,2014,04/10/14,H,4,0,3.0,0.0,H,23.0,6.0,9.0,3.0,11.0,1.0,4.0,11.0,0.0,0.0,0.0,0.0
Dortmund,Hamburg,D1,2014,04/10/14,A,0,1,0.0,1.0,A,17.0,10.0,3.0,5.0,8.0,4.0,10.0,19.0,2.0,4.0,0.0,0.0
Ein Frankfurt,FC Koln,D1,2014,04/10/14,H,3,2,1.0,1.0,D,19.0,12.0,8.0,7.0,6.0,2.0,10.0,15.0,1.0,1.0,0.0,0.0
Hoffenheim,Schalke 04,D1,2014,04/10/14,H,2,1,2.0,0.0,H,20.0,13.0,8.0,3.0,5.0,3.0,18.0,16.0,3.0,4.0,0.0,1.0
Leverkusen,Paderborn,D1,2014,04/10/14,D,2,2,1.0,1.0,D,21.0,8.0,10.0,5.0,9.0,2.0,25.0,18.0,3.0,3.0,0.0,1.0
Werder Bremen,Freiburg,D1,2014,04/10/14,D,1,1,1.0,1.0,D,18.0,7.0,7.0,3.0,10.0,5.0,13.0,14.0,0.0,1.0,0.0,0.0
M'gladbach,Mainz,D1,2014,05/10/14,D,1,1,1.0,1.0,D,18.0,8.0,10.0,2.0,2.0,3.0,12.0,12.0,0.0,3.0,0.0,0.0
Wolfsburg,Augsburg,D1,2014,05/10/14,H,1,0,0.0,0.0,D,15.0,7.0,4.0,1.0,4.0,1.0,15.0,13.0,0.0,2.0,0.0,0.0
Bayern Munich,Werder Bremen,D1,2014,18/10/14,H,6,0,4.0,0.0,H,19.0,0.0,6.0,0.0,10.0,0.0,10.0,12.0,0.0,1.0,0.0,0.0
FC Koln,Dortmund,D1,2014,18/10/14,H,2,1,1.0,0.0,H,5.0,16.0,2.0,3.0,3.0,6.0,11.0,14.0,1.0,3.0,0.0,0.0
Freiburg,Wolfsburg,D1,2014,18/10/14,A,1,2,0.0,1.0,A,14.0,15.0,7.0,8.0,6.0,2.0,11.0,18.0,1.0,1.0,0.0,0.0
Hannover,M'gladbach,D1,2014,18/10/14,A,0,3,0.0,1.0,A,11.0,10.0,4.0,4.0,7.0,2.0,15.0,16.0,1.0,1.0,0.0,0.0
Mainz,Augsburg,D1,2014,18/10/14,H,2,1,2.0,0.0,H,8.0,15.0,6.0,6.0,4.0,6.0,15.0,14.0,3.0,2.0,0.0,0.0
Schalke 04,Hertha,D1,2014,18/10/14,H,2,0,1.0,0.0,H,7.0,15.0,3.0,4.0,0.0,5.0,21.0,21.0,1.0,1.0,0.0,0.0
Stuttgart,Leverkusen,D1,2014,18/10/14,D,3,3,0.0,3.0,A,13.0,17.0,6.0,6.0,6.0,7.0,14.0,19.0,3.0,2.0,0.0,0.0
Hamburg,Hoffenheim,D1,2014,19/10/14,D,1,1,1.0,1.0,D,17.0,9.0,6.0,4.0,5.0,2.0,16.0,24.0,1.0,3.0,0.0,0.0
Paderborn,Ein Frankfurt,D1,2014,19/10/14,H,3,1,0.0,0.0,D,14.0,11.0,5.0,3.0,3.0,4.0,10.0,13.0,0.0,1.0,0.0,0.0
Werder Bremen,FC Koln,D1,2014,24/10/14,A,0,1,0.0,0.0,D,11.0,10.0,4.0,4.0,8.0,1.0,19.0,12.0,3.0,0.0,0.0,0.0
Augsburg,Freiburg,D1,2014,25/10/14,H,2,0,1.0,0.0,H,15.0,10.0,4.0,3.0,2.0,5.0,17.0,13.0,3.0,1.0,0.0,0.0
Dortmund,Hannover,D1,2014,25/10/14,A,0,1,0.0,0.0,D,17.0,7.0,4.0,3.0,14.0,1.0,13.0,18.0,3.0,4.0,0.0,1.0
Ein Frankfurt,Stuttgart,D1,2014,25/10/14,A,4,5,1.0,2.0,A,21.0,20.0,13.0,10.0,3.0,9.0,17.0,18.0,5.0,3.0,1.0,0.0
Hertha,Hamburg,D1,2014,25/10/14,H,3,0,0.0,0.0,D,15.0,10.0,6.0,3.0,4.0,1.0,15.0,21.0,0.0,2.0,0.0,0.0
Hoffenheim,Paderborn,D1,2014,25/10/14,H,1,0,0.0,0.0,D,19.0,11.0,5.0,1.0,6.0,4.0,14.0,15.0,2.0,3.0,0.0,0.0
Leverkusen,Schalke 04,D1,2014,25/10/14,H,1,0,0.0,0.0,D,24.0,4.0,7.0,1.0,8.0,3.0,8.0,17.0,1.0,4.0,1.0,0.0
M'gladbach,Bayern Munich,D1,2014,26/10/14,D,0,0,0.0,0.0,D,11.0,20.0,5.0,5.0,4.0,10.0,8.0,11.0,1.0,3.0,0.0,0.0
Wolfsburg,Mainz,D1,2014,26/10/14,H,3,0,1.0,0.0,H,24.0,16.0,12.0,4.0,10.0,3.0,16.0,15.0,1.0,3.0,0.0,0.0
Schalke 04,Augsburg,D1,2014,31/10/14,H,1,0,1.0,0.0,H,13.0,20.0,7.0,5.0,4.0,2.0,10.0,16.0,2.0,2.0,0.0,0.0
Bayern Munich,Dortmund,D1,2014,01/11/14,H,2,1,0.0,1.0,A,25.0,10.0,14.0,4.0,9.0,2.0,13.0,5.0,1.0,2.0,0.0,0.0
Hamburg,Leverkusen,D1,2014,01/11/14,H,1,0,1.0,0.0,H,5.0,11.0,1.0,2.0,1.0,3.0,29.0,25.0,6.0,3.0,0.0,0.0
Hannover,Ein Frankfurt,D1,2014,01/11/14,H,1,0,0.0,0.0,D,14.0,6.0,3.0,4.0,10.0,4.0,13.0,20.0,2.0,2.0,0.0,0.0
Mainz,Werder Bremen,D1,2014,01/11/14,A,1,2,1.0,1.0,D,21.0,9.0,3.0,7.0,8.0,1.0,17.0,15.0,4.0,3.0,0.0,0.0
Stuttgart,Wolfsburg,D1,2014,01/11/14,A,0,4,0.0,2.0,A,13.0,15.0,4.0,6.0,4.0,6.0,13.0,11.0,1.0,0.0,0.0,0.0
FC Koln,Freiburg,D1,2014,02/11/14,A,0,1,0.0,0.0,D,10.0,8.0,3.0,3.0,5.0,2.0,5.0,12.0,1.0,3.0,0.0,0.0
M'gladbach,Hoffenheim,D1,2014,02/11/14,H,3,1,2.0,1.0,H,13.0,15.0,7.0,3.0,6.0,3.0,15.0,12.0,1.0,1.0,0.0,0.0
Paderborn,Hertha,D1,2014,02/11/14,H,3,1,1.0,1.0,D,18.0,10.0,6.0,4.0,6.0,1.0,14.0,27.0,0.0,2.0,0.0,0.0
Hertha,Hannover,D1,2014,07/11/14,A,0,2,0.0,1.0,A,7.0,12.0,1.0,5.0,4.0,7.0,24.0,22.0,3.0,2.0,0.0,0.0
Augsburg,Paderborn,D1,2014,08/11/14,H,3,0,1.0,0.0,H,11.0,16.0,4.0,3.0,3.0,6.0,16.0,13.0,2.0,3.0,0.0,0.0
Ein Frankfurt,Bayern Munich,D1,2014,08/11/14,A,0,4,0.0,1.0,A,6.0,19.0,2.0,9.0,4.0,8.0,21.0,15.0,2.0,1.0,0.0,0.0
Freiburg,Schalke 04,D1,2014,08/11/14,H,2,0,1.0,0.0,H,19.0,11.0,9.0,4.0,3.0,1.0,13.0,13.0,1.0,3.0,0.0,0.0
Hoffenheim,FC Koln,D1,2014,08/11/14,A,3,4,3.0,3.0,D,22.0,11.0,6.0,7.0,7.0,4.0,15.0,12.0,1.0,2.0,0.0,0.0
Leverkusen,Mainz,D1,2014,08/11/14,D,0,0,0.0,0.0,D,24.0,6.0,6.0,1.0,13.0,0.0,17.0,20.0,1.0,3.0,0.0,0.0
Werder Bremen,Stuttgart,D1,2014,08/11/14,H,2,0,1.0,0.0,H,12.0,8.0,4.0,1.0,4.0,4.0,13.0,13.0,1.0,1.0,0.0,0.0
Dortmund,M'gladbach,D1,2014,09/11/14,H,1,0,0.0,0.0,D,22.0,1.0,6.0,0.0,7.0,0.0,7.0,11.0,3.0,2.0,0.0,0.0
Wolfsburg,Hamburg,D1,2014,09/11/14,H,2,0,1.0,0.0,H,13.0,10.0,5.0,2.0,2.0,1.0,12.0,14.0,2.0,3.0,0.0,0.0
Bayern Munich,Hoffenheim,D1,2014,22/11/14,H,4,0,2.0,0.0,H,17.0,11.0,9.0,5.0,9.0,5.0,16.0,17.0,2.0,2.0,0.0,1.0
FC Koln,Hertha,D1,2014,22/11/14,A,1,2,0.0,1.0,A,12.0,10.0,2.0,6.0,3.0,5.0,11.0,14.0,0.0,3.0,0.0,0.0
Hannover,Leverkusen,D1,2014,22/11/14,A,1,3,0.0,0.0,D,10.0,20.0,5.0,4.0,2.0,3.0,16.0,16.0,3.0,1.0,0.0,0.0
Mainz,Freiburg,D1,2014,22/11/14,D,2,2,1.0,1.0,D,11.0,10.0,2.0,3.0,9.0,3.0,15.0,13.0,0.0,1.0,0.0,0.0
M'gladbach,Ein Frankfurt,D1,2014,22/11/14,A,1,3,1.0,0.0,H,9.0,25.0,3.0,13.0,8.0,11.0,10.0,16.0,1.0,3.0,1.0,0.0
Paderborn,Dortmund,D1,2014,22/11/14,D,2,2,0.0,2.0,A,8.0,13.0,4.0,5.0,1.0,6.0,15.0,11.0,3.0,1.0,0.0,0.0
Schalke 04,Wolfsburg,D1,2014,22/11/14,H,3,2,3.0,1.0,H,9.0,17.0,6.0,2.0,2.0,7.0,10.0,16.0,1.0,1.0,0.0,0.0
Hamburg,Werder Bremen,D1,2014,23/11/14,H,2,0,0.0,0.0,D,14.0,12.0,5.0,7.0,6.0,5.0,24.0,20.0,4.0,3.0,0.0,1.0
Stuttgart,Augsburg,D1,2014,23/11/14,A,0,1,0.0,0.0,D,9.0,17.0,1.0,6.0,6.0,3.0,14.0,23.0,2.0,3.0,1.0,0.0
Freiburg,Stuttgart,D1,2014,28/11/14,A,1,4,1.0,1.0,D,16.0,18.0,6.0,9.0,9.0,7.0,12.0,13.0,2.0,1.0,1.0,0.0
Augsburg,Hamburg,D1,2014,29/11/14,H,3,1,0.0,1.0,A,13.0,9.0,8.0,3.0,4.0,4.0,13.0,23.0,1.0,4.0,0.0,0.0
Hertha,Bayern Munich,D1,2014,29/11/14,A,0,1,0.0,1.0,A,4.0,15.0,1.0,5.0,2.0,3.0,17.0,8.0,1.0,0.0,0.0,0.0
Hoffenheim,Hannover,D1,2014,29/11/14,H,4,3,2.0,1.0,H,16.0,13.0,7.0,5.0,5.0,3.0,14.0,28.0,1.0,4.0,0.0,0.0
Leverkusen,FC Koln,D1,2014,29/11/14,H,5,1,1.0,1.0,D,25.0,5.0,10.0,1.0,7.0,3.0,15.0,9.0,1.0,2.0,0.0,0.0
Schalke 04,Mainz,D1,2014,29/11/14,H,4,1,2.0,1.0,H,14.0,22.0,9.0,10.0,2.0,5.0,16.0,12.0,2.0,1.0,0.0,0.0
Werder Bremen,Paderborn,D1,2014,29/11/14,H,4,0,1.0,0.0,H,24.0,15.0,13.0,4.0,9.0,6.0,18.0,18.0,2.0,1.0,0.0,0.0
Ein Frankfurt,Dortmund,D1,2014,30/11/14,H,2,0,1.0,0.0,H,11.0,17.0,3.0,6.0,1.0,8.0,15.0,22.0,2.0,2.0,0.0,0.0
Wolfsburg,M'gladbach,D1,2014,30/11/14,H,1,0,1.0,0.0,H,23.0,10.0,12.0,2.0,9.0,5.0,13.0,12.0,0.0,2.0,0.0,0.0
Dortmund,Hoffenheim,D1,2014,05/12/14,H,1,0,1.0,0.0,H,19.0,6.0,6.0,1.0,8.0,3.0,20.0,12.0,1.0,4.0,0.0,0.0
Bayern Munich,Leverkusen,D1,2014,06/12/14,H,1,0,0.0,0.0,D,9.0,3.0,3.0,1.0,8.0,3.0,11.0,26.0,0.0,3.0,0.0,0.0
FC Koln,Augsburg,D1,2014,06/12/14,A,1,2,1.0,0.0,H,12.0,14.0,4.0,4.0,5.0,9.0,10.0,13.0,0.0,1.0,0.0,0.0
Hannover,Wolfsburg,D1,2014,06/12/14,A,1,3,1.0,1.0,D,16.0,15.0,6.0,7.0,11.0,9.0,14.0,18.0,2.0,1.0,0.0,0.0
M'gladbach,Hertha,D1,2014,06/12/14,H,3,2,1.0,1.0,D,13.0,11.0,10.0,3.0,4.0,3.0,17.0,17.0,2.0,3.0,0.0,0.0
Paderborn,Freiburg,D1,2014,06/12/14,D,1,1,0.0,1.0,A,24.0,4.0,8.0,2.0,6.0,1.0,15.0,26.0,2.0,4.0,0.0,0.0
Stuttgart,Schalke 04,D1,2014,06/12/14,A,0,4,0.0,3.0,A,13.0,13.0,3.0,6.0,4.0,6.0,14.0,13.0,0.0,0.0,0.0,0.0
Ein Frankfurt,Werder Bremen,D1,2014,07/12/14,H,5,2,1.0,1.0,D,22.0,10.0,13.0,4.0,9.0,2.0,17.0,12.0,2.0,2.0,0.0,0.0
Hamburg,Mainz,D1,2014,07/12/14,H,2,1,1.0,0.0,H,18.0,15.0,8.0,4.0,6.0,6.0,19.0,18.0,1.0,0.0,0.0,0.0
Hoffenheim,Ein Frankfurt,D1,2014,12/12/14,H,3,2,1.0,0.0,H,20.0,19.0,8.0,7.0,4.0,6.0,16.0,19.0,3.0,2.0,0.0,0.0
Augsburg,Bayern Munich,D1,2014,13/12/14,A,0,4,0.0,0.0,D,6.0,26.0,3.0,9.0,1.0,7.0,17.0,13.0,0.0,0.0,0.0,0.0
Freiburg,Hamburg,D1,2014,13/12/14,D,0,0,0.0,0.0,D,10.0,10.0,4.0,1.0,4.0,2.0,19.0,9.0,2.0,2.0,0.0,0.0
Hertha,Dortmund,D1,2014,13/12/14,H,1,0,1.0,0.0,H,5.0,18.0,3.0,5.0,2.0,9.0,9.0,9.0,2.0,1.0,0.0,0.0
Mainz,Stuttgart,D1,2014,13/12/14,D,1,1,1.0,0.0,H,22.0,8.0,6.0,2.0,4.0,5.0,19.0,15.0,2.0,2.0,0.0,0.0
Schalke 04,FC Koln,D1,2014,13/12/14,A,1,2,0.0,0.0,D,15.0,6.0,3.0,5.0,2.0,1.0,13.0,7.0,1.0,1.0,0.0,0.0
Werder Bremen,Hannover,D1,2014,13/12/14,D,3,3,1.0,1.0,D,19.0,12.0,7.0,7.0,10.0,10.0,19.0,25.0,3.0,3.0,0.0,0.0
Leverkusen,M'gladbach,D1,2014,14/12/14,D,1,1,1.0,1.0,D,22.0,7.0,5.0,3.0,5.0,6.0,17.0,12.0,4.0,1.0,0.0,0.0
Wolfsburg,Paderborn,D1,2014,14/12/14,D,1,1,1.0,0.0,H,21.0,6.0,8.0,3.0,11.0,1.0,15.0,17.0,4.0,2.0,0.0,0.0
Bayern Munich,Freiburg,D1,2014,16/12/14,H,2,0,1.0,0.0,H,31.0,2.0,13.0,0.0,10.0,1.0,5.0,3.0,1.0,1.0,0.0,0.0
FC Koln,Mainz,D1,2014,16/12/14,D,0,0,0.0,0.0,D,11.0,13.0,1.0,1.0,9.0,3.0,13.0,14.0,2.0,4.0,0.0,0.0
Hamburg,Stuttgart,D1,2014,16/12/14,A,0,1,0.0,1.0,A,8.0,16.0,2.0,6.0,6.0,5.0,9.0,11.0,1.0,2.0,0.0,1.0
Hannover,Augsburg,D1,2014,16/12/14,H,2,0,1.0,0.0,H,10.0,10.0,3.0,5.0,8.0,5.0,18.0,17.0,0.0,3.0,0.0,0.0
Dortmund,Wolfsburg,D1,2014,17/12/14,D,2,2,1.0,1.0,D,17.0,10.0,6.0,4.0,4.0,5.0,12.0,10.0,1.0,0.0,0.0,0.0
Ein Frankfurt,Hertha,D1,2014,17/12/14,D,4,4,1.0,3.0,A,16.0,8.0,7.0,5.0,5.0,4.0,14.0,19.0,3.0,2.0,0.0,0.0
Hoffenheim,Leverkusen,D1,2014,17/12/14,A,0,1,0.0,0.0,D,9.0,18.0,7.0,9.0,1.0,10.0,16.0,19.0,1.0,3.0,0.0,0.0
M'gladbach,Werder Bremen,D1,2014,17/12/14,H,4,1,2.0,0.0,H,9.0,9.0,6.0,4.0,2.0,1.0,13.0,18.0,1.0,1.0,0.0,1.0
Paderborn,Schalke 04,D1,2014,17/12/14,A,1,2,1.0,1.0,D,21.0,16.0,4.0,8.0,5.0,7.0,9.0,22.0,0.0,3.0,0.0,0.0
Mainz,Bayern Munich,D1,2014,19/12/14,A,1,2,1.0,1.0,D,5.0,12.0,3.0,5.0,4.0,10.0,16.0,17.0,2.0,0.0,0.0,0.0
Augsburg,M'gladbach,D1,2014,20/12/14,H,2,1,1.0,1.0,D,18.0,14.0,6.0,7.0,4.0,7.0,15.0,11.0,3.0,2.0,0.0,0.0
Leverkusen,Ein Frankfurt,D1,2014,20/12/14,D,1,1,0.0,1.0,A,16.0,9.0,3.0,5.0,4.0,1.0,18.0,20.0,3.0,2.0,0.0,0.0
Schalke 04,Hamburg,D1,2014,20/12/14,D,0,0,0.0,0.0,D,17.0,15.0,8.0,6.0,6.0,4.0,11.0,15.0,1.0,2.0,0.0,0.0
Stuttgart,Paderborn,D1,2014,20/12/14,D,0,0,0.0,0.0,D,11.0,17.0,3.0,5.0,5.0,5.0,16.0,20.0,1.0,3.0,0.0,0.0
Werder Bremen,Dortmund,D1,2014,20/12/14,H,2,1,1.0,0.0,H,12.0,14.0,3.0,5.0,2.0,6.0,12.0,9.0,0.0,0.0,0.0,0.0
Wolfsburg,FC Koln,D1,2014,20/12/14,H,2,1,1.0,1.0,D,14.0,10.0,3.0,4.0,4.0,4.0,5.0,9.0,0.0,0.0,0.0,0.0
Freiburg,Hannover,D1,2014,21/12/14,D,2,2,1.0,0.0,H,11.0,17.0,6.0,8.0,6.0,5.0,12.0,14.0,3.0,3.0,0.0,0.0
Hertha,Hoffenheim,D1,2014,21/12/14,A,0,5,0.0,3.0,A,8.0,15.0,1.0,8.0,2.0,9.0,17.0,17.0,3.0,1.0,0.0,0.0
Wolfsburg,Bayern Munich,D1,2014,30/01/15,H,4,1,2.0,0.0,H,13.0,16.0,6.0,7.0,1.0,5.0,13.0,15.0,2.0,2.0,0.0,0.0
Freiburg,Ein Frankfurt,D1,2014,31/01/15,H,4,1,0.0,1.0,A,15.0,12.0,8.0,6.0,3.0,5.0,11.0,14.0,3.0,3.0,0.0,0.0
Hamburg,FC Koln,D1,2014,31/01/15,A,0,2,0.0,0.0,D,10.0,15.0,3.0,6.0,3.0,3.0,17.0,11.0,3.0,1.0,0.0,0.0
Leverkusen,Dortmund,D1,2014,31/01/15,D,0,0,0.0,0.0,D,7.0,10.0,3.0,2.0,4.0,3.0,20.0,17.0,1.0,2.0,0.0,0.0
Mainz,Paderborn,D1,2014,31/01/15,H,5,0,1.0,0.0,H,21.0,10.0,8.0,2.0,9.0,4.0,14.0,17.0,0.0,1.0,0.0,0.0
Schalke 04,Hannover,D1,2014,31/01/15,H,1,0,1.0,0.0,H,15.0,13.0,5.0,1.0,5.0,7.0,15.0,15.0,2.0,3.0,1.0,0.0
Stuttgart,M'gladbach,D1,2014,31/01/15,A,0,1,0.0,0.0,D,12.0,10.0,1.0,2.0,4.0,8.0,13.0,13.0,3.0,2.0,0.0,0.0
Augsburg,Hoffenheim,D1,2014,01/02/15,H,3,1,2.0,1.0,H,15.0,13.0,7.0,5.0,4.0,7.0,20.0,28.0,2.0,3.0,0.0,0.0
Werder Bremen,Hertha,D1,2014,01/02/15,H,2,0,1.0,0.0,H,19.0,3.0,8.0,0.0,6.0,3.0,16.0,26.0,4.0,3.0,0.0,0.0
Bayern Munich,Schalke 04,D1,2014,03/02/15,D,1,1,0.0,0.0,D,10.0,8.0,2.0,5.0,5.0,1.0,13.0,19.0,3.0,1.0,1.0,0.0
Ein Frankfurt,Wolfsburg,D1,2014,03/02/15,D,1,1,0.0,0.0,D,12.0,9.0,4.0,2.0,1.0,6.0,20.0,16.0,2.0,2.0,0.0,0.0
Hannover,Mainz,D1,2014,03/02/15,D,1,1,1.0,0.0,H,9.0,17.0,5.0,7.0,7.0,4.0,15.0,15.0,1.0,1.0,0.0,0.0
M'gladbach,Freiburg,D1,2014,03/02/15,H,1,0,1.0,0.0,H,11.0,15.0,6.0,5.0,4.0,4.0,15.0,14.0,1.0,2.0,0.0,0.0
Dortmund,Augsburg,D1,2014,04/02/15,A,0,1,0.0,0.0,D,15.0,8.0,6.0,3.0,4.0,1.0,12.0,11.0,0.0,1.0,0.0,1.0
FC Koln,Stuttgart,D1,2014,04/02/15,D,0,0,0.0,0.0,D,5.0,7.0,0.0,4.0,2.0,4.0,10.0,10.0,2.0,0.0,0.0,0.0
Hertha,Leverkusen,D1,2014,04/02/15,A,0,1,0.0,0.0,D,2.0,9.0,0.0,3.0,4.0,2.0,14.0,16.0,2.0,2.0,1.0,0.0
Hoffenheim,Werder Bremen,D1,2014,04/02/15,A,1,2,1.0,1.0,D,13.0,10.0,5.0,6.0,7.0,1.0,13.0,30.0,1.0,4.0,0.0,0.0
Paderborn,Hamburg,D1,2014,04/02/15,A,0,3,0.0,1.0,A,13.0,12.0,3.0,4.0,5.0,5.0,11.0,18.0,1.0,2.0,0.0,0.0
Schalke 04,M'gladbach,D1,2014,06/02/15,H,1,0,1.0,0.0,H,10.0,8.0,4.0,1.0,5.0,3.0,17.0,15.0,1.0,0.0,0.0,0.0
FC Koln,Paderborn,D1,2014,07/02/15,D,0,0,0.0,0.0,D,17.0,9.0,5.0,3.0,9.0,4.0,13.0,15.0,1.0,2.0,0.0,0.0
Freiburg,Dortmund,D1,2014,07/02/15,A,0,3,0.0,1.0,A,7.0,22.0,1.0,12.0,3.0,5.0,11.0,12.0,1.0,2.0,0.0,0.0
Hamburg,Hannover,D1,2014,07/02/15,H,2,1,1.0,0.0,H,6.0,21.0,3.0,7.0,3.0,10.0,21.0,11.0,1.0,0.0,0.0,0.0
Mainz,Hertha,D1,2014,07/02/15,A,0,2,0.0,2.0,A,12.0,11.0,4.0,3.0,4.0,2.0,15.0,15.0,2.0,3.0,1.0,1.0
Stuttgart,Bayern Munich,D1,2014,07/02/15,A,0,2,0.0,1.0,A,4.0,8.0,0.0,4.0,4.0,1.0,26.0,21.0,1.0,1.0,0.0,0.0
Wolfsburg,Hoffenheim,D1,2014,07/02/15,H,3,0,2.0,0.0,H,9.0,16.0,5.0,4.0,2.0,4.0,20.0,16.0,2.0,1.0,0.0,0.0
Augsburg,Ein Frankfurt,D1,2014,08/02/15,D,2,2,2.0,1.0,H,11.0,16.0,6.0,5.0,3.0,3.0,20.0,20.0,3.0,3.0,0.0,0.0
Werder Bremen,Leverkusen,D1,2014,08/02/15,H,2,1,2.0,1.0,H,7.0,13.0,4.0,2.0,4.0,7.0,14.0,16.0,1.0,3.0,0.0,0.0
Dortmund,Mainz,D1,2014,13/02/15,H,4,2,0.0,1.0,A,21.0,6.0,10.0,3.0,7.0,3.0,15.0,13.0,0.0,1.0,0.0,0.0
Bayern Munich,Hamburg,D1,2014,14/02/15,H,8,0,3.0,0.0,H,25.0,7.0,14.0,2.0,3.0,0.0,3.0,16.0,0.0,1.0,0.0,0.0
Ein Frankfurt,Schalke 04,D1,2014,14/02/15,H,1,0,0.0,0.0,D,8.0,8.0,2.0,6.0,5.0,7.0,21.0,12.0,5.0,1.0,0.0,0.0
