HomeTeam,AwayTeam,Div,season,Date,FTR,FTHG,FTAG,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR
Hoffenheim,Stuttgart,D1,2014,14/02/15,H,2,1,1.0,1.0,D,21.0,7.0,6.0,3.0,10.0,2.0,24.0,21.0,3.0,3.0,0.0,0.0
Leverkusen,Wolfsburg,D1,2014,14/02/15,A,4,5,0.0,3.0,A,15.0,13.0,7.0,9.0,5.0,1.0,23.0,12.0,4.0,1.0,1.0,0.0
M'gladbach,FC Koln,D1,2014,14/02/15,H,1,0,0.0,0.0,D,19.0,14.0,8.0,1.0,10.0,1.0,10.0,12.0,2.0,4.0,0.0,0.0
Werder Bremen,Augsburg,D1,2014,14/02/15,H,3,2,3.0,1.0,H,19.0,16.0,9.0,4.0,5.0,10.0,21.0,15.0,2.0,2.0,0.0,0.0
Hannover,Paderborn,D1,2014,15/02/15,A,1,2,0.0,0.0,D,10.0,11.0,2.0,5.0,7.0,1.0,16.0,12.0,3.0,1.0,0.0,0.0
Hertha,Freiburg,D1,2014,15/02/15,A,0,2,0.0,1.0,A,11.0,8.0,6.0,3.0,2.0,1.0,20.0,15.0,2.0,2.0,0.0,0.0
Stuttgart,Dortmund,D1,2014,20/02/15,A,2,3,1.0,2.0,A,7.0,13.0,2.0,9.0,2.0,5.0,13.0,12.0,1.0,2.0,0.0,0.0
Augsburg,Leverkusen,D1,2014,21/02/15,D,2,2,0.0,1.0,A,16.0,18.0,7.0,12.0,5.0,4.0,13.0,16.0,0.0,3.0,0.0,0.0
FC Koln,Hannover,D1,2014,21/02/15,D,1,1,1.0,1.0,D,16.0,7.0,7.0,5.0,3.0,5.0,13.0,20.0,2.0,3.0,0.0,1.0
Freiburg,Hoffenheim,D1,2014,21/02/15,D,1,1,1.0,1.0,D,10.0,14.0,5.0,5.0,4.0,1.0,20.0,22.0,2.0,3.0,1.0,0.0
Mainz,Ein Frankfurt,D1,2014,21/02/15,H,3,1,1.0,1.0,D,13.0,8.0,6.0,1.0,6.0,1.0,14.0,18.0,2.0,3.0,0.0,1.0
Paderborn,Bayern Munich,D1,2014,21/02/15,A,0,6,0.0,2.0,A,13.0,17.0,3.0,9.0,4.0,4.0,10.0,13.0,0.0,0.0,1.0,0.0
Schalke 04,Werder Bremen,D1,2014,21/02/15,D,1,1,0.0,0.0,D,24.0,14.0,5.0,4.0,7.0,1.0,13.0,12.0,1.0,2.0,0.0,0.0
Hamburg,M'gladbach,D1,2014,22/02/15,D,1,1,0.0,0.0,D,13.0,12.0,3.0,2.0,4.0,5.0,14.0,11.0,3.0,3.0,0.0,0.0
Wolfsburg,Hertha,D1,2014,22/02/15,H,2,1,1.0,1.0,D,17.0,3.0,5.0,2.0,6.0,3.0,10.0,14.0,1.0,2.0,0.0,0.0
Bayern Munich,FC Koln,D1,2014,27/02/15,H,4,1,2.0,1.0,H,23.0,9.0,9.0,4.0,14.0,5.0,5.0,11.0,0.0,1.0,0.0,0.0
Dortmund,Schalke 04,D1,2014,28/02/15,H,3,0,0.0,0.0,D,31.0,3.0,13.0,0.0,9.0,5.0,13.0,13.0,2.0,2.0,0.0,0.0
Ein Frankfurt,Hamburg,D1,2014,28/02/15,H,2,1,1.0,1.0,D,19.0,9.0,6.0,5.0,4.0,3.0,18.0,27.0,2.0,3.0,0.0,1.0
Hannover,Stuttgart,D1,2014,28/02/15,D,1,1,0.0,0.0,D,16.0,9.0,5.0,1.0,8.0,4.0,20.0,16.0,2.0,2.0,1.0,1.0
Hertha,Augsburg,D1,2014,28/02/15,H,1,0,0.0,0.0,D,9.0,11.0,4.0,3.0,4.0,5.0,22.0,17.0,3.0,4.0,0.0,0.0
Hoffenheim,Mainz,D1,2014,28/02/15,H,2,0,0.0,0.0,D,16.0,19.0,5.0,4.0,6.0,9.0,12.0,12.0,3.0,0.0,0.0,0.0
Leverkusen,Freiburg,D1,2014,28/02/15,H,1,0,1.0,0.0,H,11.0,3.0,4.0,2.0,3.0,2.0,15.0,13.0,1.0,2.0,0.0,0.0
M'gladbach,Paderborn,D1,2014,01/03/15,H,2,0,1.0,0.0,H,19.0,17.0,7.0,3.0,10.0,8.0,8.0,15.0,0.0,2.0,0.0,0.0
Werder Bremen,Wolfsburg,D1,2014,01/03/15,A,3,5,3.0,2.0,H,10.0,13.0,5.0,6.0,6.0,3.0,21.0,15.0,2.0,1.0,0.0,0.0
Stuttgart,Hertha,D1,2014,06/03/15,D,0,0,0.0,0.0,D,14.0,7.0,3.0,2.0,8.0,2.0,16.0,14.0,2.0,2.0,0.0,1.0
Augsburg,Wolfsburg,D1,2014,07/03/15,H,1,0,0.0,0.0,D,12.0,10.0,6.0,2.0,4.0,5.0,10.0,14.0,1.0,1.0,0.0,0.0
Freiburg,Werder Bremen,D1,2014,07/03/15,A,0,1,0.0,1.0,A,14.0,16.0,5.0,4.0,6.0,5.0,16.0,20.0,2.0,1.0,0.0,0.0
Hamburg,Dortmund,D1,2014,07/03/15,D,0,0,0.0,0.0,D,4.0,12.0,2.0,2.0,1.0,7.0,23.0,12.0,5.0,2.0,0.0,0.0
Hannover,Bayern Munich,D1,2014,07/03/15,A,1,3,1.0,1.0,D,4.0,13.0,1.0,3.0,2.0,3.0,12.0,7.0,1.0,3.0,0.0,0.0
Mainz,M'gladbach,D1,2014,07/03/15,D,2,2,0.0,1.0,A,23.0,6.0,7.0,3.0,7.0,4.0,6.0,12.0,1.0,2.0,0.0,0.0
Schalke 04,Hoffenheim,D1,2014,07/03/15,H,3,1,2.0,0.0,H,14.0,18.0,5.0,7.0,3.0,4.0,15.0,19.0,1.0,1.0,0.0,0.0
FC Koln,Ein Frankfurt,D1,2014,08/03/15,H,4,2,1.0,0.0,H,9.0,12.0,6.0,5.0,4.0,10.0,18.0,15.0,2.0,2.0,1.0,0.0
Paderborn,Leverkusen,D1,2014,08/03/15,A,0,3,0.0,0.0,D,9.0,11.0,2.0,6.0,9.0,8.0,15.0,17.0,1.0,1.0,0.0,0.0
Leverkusen,Stuttgart,D1,2014,13/03/15,H,4,0,2.0,0.0,H,11.0,9.0,5.0,5.0,3.0,4.0,25.0,8.0,3.0,3.0,0.0,0.0
Augsburg,Mainz,D1,2014,14/03/15,A,0,2,0.0,1.0,A,13.0,12.0,2.0,7.0,4.0,2.0,23.0,13.0,0.0,0.0,0.0,0.0
Dortmund,FC Koln,D1,2014,14/03/15,D,0,0,0.0,0.0,D,10.0,7.0,5.0,2.0,5.0,2.0,14.0,8.0,2.0,0.0,0.0,0.0
Ein Frankfurt,Paderborn,D1,2014,14/03/15,H,4,0,2.0,0.0,H,11.0,8.0,6.0,3.0,9.0,3.0,13.0,24.0,2.0,6.0,0.0,0.0
Hertha,Schalke 04,D1,2014,14/03/15,D,2,2,1.0,1.0,D,13.0,12.0,6.0,6.0,3.0,5.0,18.0,16.0,3.0,2.0,0.0,0.0
Hoffenheim,Hamburg,D1,2014,14/03/15,H,3,0,1.0,0.0,H,20.0,10.0,7.0,2.0,9.0,6.0,19.0,18.0,1.0,2.0,0.0,1.0
Werder Bremen,Bayern Munich,D1,2014,14/03/15,A,0,4,0.0,2.0,A,6.0,13.0,3.0,7.0,3.0,3.0,20.0,16.0,3.0,3.0,0.0,0.0
M'gladbach,Hannover,D1,2014,15/03/15,H,2,0,1.0,0.0,H,23.0,7.0,8.0,1.0,2.0,5.0,14.0,15.0,1.0,0.0,0.0,0.0
Wolfsburg,Freiburg,D1,2014,15/03/15,H,3,0,1.0,0.0,H,25.0,16.0,8.0,5.0,5.0,5.0,9.0,14.0,0.0,1.0,0.0,0.0
Hamburg,Hertha,D1,2014,20/03/15,A,0,1,0.0,0.0,D,13.0,9.0,4.0,3.0,4.0,6.0,21.0,21.0,2.0,1.0,1.0,0.0
FC Koln,Werder Bremen,D1,2014,21/03/15,D,1,1,0.0,1.0,A,14.0,11.0,2.0,6.0,8.0,6.0,14.0,22.0,2.0,2.0,0.0,0.0
Freiburg,Augsburg,D1,2014,21/03/15,H,2,0,0.0,0.0,D,15.0,17.0,8.0,6.0,4.0,6.0,16.0,12.0,1.0,0.0,0.0,0.0
Hannover,Dortmund,D1,2014,21/03/15,A,2,3,1.0,1.0,D,15.0,13.0,5.0,6.0,8.0,4.0,13.0,21.0,1.0,1.0,1.0,0.0
Paderborn,Hoffenheim,D1,2014,21/03/15,D,0,0,0.0,0.0,D,15.0,8.0,7.0,2.0,9.0,4.0,19.0,19.0,0.0,2.0,0.0,1.0
Schalke 04,Leverkusen,D1,2014,21/03/15,A,0,1,0.0,1.0,A,13.0,16.0,5.0,7.0,4.0,9.0,17.0,17.0,2.0,4.0,0.0,0.0
Stuttgart,Ein Frankfurt,D1,2014,21/03/15,H,3,1,0.0,0.0,D,9.0,11.0,5.0,5.0,2.0,9.0,17.0,11.0,2.0,2.0,0.0,0.0
Bayern Munich,M'gladbach,D1,2014,22/03/15,A,0,2,0.0,1.0,A,16.0,4.0,8.0,4.0,4.0,2.0,15.0,9.0,0.0,2.0,0.0,0.0
Mainz,Wolfsburg,D1,2014,22/03/15,D,1,1,1.0,0.0,H,22.0,8.0,1.0,3.0,8.0,4.0,11.0,17.0,0.0,2.0,0.0,0.0
Dortmund,Bayern Munich,D1,2014,04/04/15,A,0,1,0.0,1.0,A,15.0,7.0,2.0,2.0,2.0,1.0,16.0,19.0,2.0,3.0,0.0,0.0
Ein Frankfurt,Hannover,D1,2014,04/04/15,D,2,2,1.0,0.0,H,13.0,15.0,7.0,6.0,4.0,9.0,17.0,24.0,2.0,3.0,0.0,0.0
Freiburg,FC Koln,D1,2014,04/04/15,H,1,0,1.0,0.0,H,11.0,19.0,4.0,6.0,5.0,7.0,8.0,16.0,3.0,2.0,0.0,0.0
Hoffenheim,M'gladbach,D1,2014,04/04/15,A,1,4,1.0,3.0,A,22.0,12.0,6.0,7.0,5.0,3.0,14.0,9.0,3.0,2.0,0.0,0.0
Leverkusen,Hamburg,D1,2014,04/04/15,H,4,0,2.0,0.0,H,25.0,4.0,9.0,1.0,7.0,2.0,10.0,17.0,3.0,2.0,0.0,0.0
Werder Bremen,Mainz,D1,2014,04/04/15,D,0,0,0.0,0.0,D,15.0,15.0,5.0,3.0,3.0,2.0,23.0,16.0,4.0,2.0,0.0,0.0
Wolfsburg,Stuttgart,D1,2014,04/04/15,H,3,1,1.0,1.0,D,23.0,13.0,9.0,5.0,8.0,7.0,14.0,16.0,1.0,2.0,0.0,0.0
Augsburg,Schalke 04,D1,2014,05/04/15,D,0,0,0.0,0.0,D,21.0,18.0,3.0,3.0,4.0,4.0,22.0,23.0,3.0,3.0,0.0,0.0
Hertha,Paderborn,D1,2014,05/04/15,H,2,0,0.0,0.0,D,13.0,8.0,5.0,2.0,3.0,2.0,18.0,19.0,1.0,4.0,0.0,0.0
Hannover,Hertha,D1,2014,10/04/15,D,1,1,0.0,0.0,D,11.0,9.0,5.0,3.0,10.0,2.0,18.0,10.0,3.0,1.0,0.0,0.0
Bayern Munich,Ein Frankfurt,D1,2014,11/04/15,H,3,0,1.0,0.0,H,19.0,4.0,10.0,1.0,3.0,0.0,14.0,18.0,1.0,3.0,0.0,0.0
Hamburg,Wolfsburg,D1,2014,11/04/15,A,0,2,0.0,1.0,A,5.0,15.0,0.0,8.0,3.0,5.0,17.0,10.0,3.0,1.0,1.0,0.0
Mainz,Leverkusen,D1,2014,11/04/15,A,2,3,0.0,1.0,A,8.0,9.0,2.0,5.0,4.0,2.0,17.0,22.0,1.0,2.0,0.0,0.0
M'gladbach,Dortmund,D1,2014,11/04/15,H,3,1,2.0,0.0,H,12.0,17.0,7.0,3.0,6.0,6.0,10.0,6.0,1.0,0.0,0.0,0.0
Paderborn,Augsburg,D1,2014,11/04/15,H,2,1,0.0,0.0,D,14.0,16.0,4.0,5.0,6.0,7.0,14.0,21.0,1.0,2.0,0.0,0.0
Schalke 04,Freiburg,D1,2014,11/04/15,D,0,0,0.0,0.0,D,21.0,10.0,6.0,3.0,8.0,6.0,15.0,20.0,2.0,3.0,0.0,0.0
FC Koln,Hoffenheim,D1,2014,12/04/15,H,3,2,1.0,0.0,H,18.0,24.0,6.0,8.0,3.0,3.0,15.0,21.0,4.0,2.0,1.0,0.0
Stuttgart,Werder Bremen,D1,2014,12/04/15,H,3,2,1.0,0.0,H,15.0,12.0,3.0,3.0,9.0,3.0,13.0,14.0,1.0,3.0,1.0,0.0
Ein Frankfurt,M'gladbach,D1,2014,17/04/15,D,0,0,0.0,0.0,D,17.0,11.0,5.0,4.0,8.0,5.0,17.0,13.0,3.0,2.0,0.0,0.0
Augsburg,Stuttgart,D1,2014,18/04/15,H,2,1,1.0,1.0,D,12.0,16.0,4.0,7.0,2.0,6.0,21.0,16.0,2.0,4.0,0.0,0.0
Dortmund,Paderborn,D1,2014,18/04/15,H,3,0,0.0,0.0,D,21.0,2.0,8.0,0.0,5.0,3.0,14.0,7.0,1.0,0.0,0.0,0.0
Freiburg,Mainz,D1,2014,18/04/15,A,2,3,0.0,2.0,A,25.0,12.0,10.0,5.0,10.0,5.0,15.0,9.0,1.0,1.0,0.0,0.0
Hertha,FC Koln,D1,2014,18/04/15,D,0,0,0.0,0.0,D,10.0,7.0,4.0,2.0,8.0,11.0,9.0,14.0,0.0,1.0,0.0,0.0
Hoffenheim,Bayern Munich,D1,2014,18/04/15,A,0,2,0.0,1.0,A,8.0,20.0,1.0,5.0,1.0,10.0,16.0,21.0,3.0,3.0,0.0,0.0
Leverkusen,Hannover,D1,2014,18/04/15,H,4,0,2.0,0.0,H,25.0,5.0,10.0,1.0,11.0,0.0,14.0,23.0,1.0,3.0,0.0,0.0
Werder Bremen,Hamburg,D1,2014,19/04/15,H,1,0,0.0,0.0,D,11.0,8.0,5.0,2.0,3.0,0.0,12.0,22.0,1.0,3.0,0.0,1.0
Wolfsburg,Schalke 04,D1,2014,19/04/15,D,1,1,0.0,0.0,D,26.0,7.0,9.0,2.0,7.0,1.0,17.0,19.0,2.0,2.0,0.0,0.0
Mainz,Schalke 04,D1,2014,24/04/15,H,2,0,2.0,0.0,H,11.0,18.0,3.0,2.0,4.0,6.0,10.0,11.0,0.0,2.0,0.0,0.0
Bayern Munich,Hertha,D1,2014,25/04/15,H,1,0,0.0,0.0,D,16.0,8.0,7.0,3.0,5.0,2.0,13.0,7.0,0.0,1.0,0.0,0.0
Dortmund,Ein Frankfurt,D1,2014,25/04/15,H,2,0,2.0,0.0,H,12.0,11.0,4.0,0.0,2.0,2.0,22.0,12.0,3.0,3.0,0.0,0.0
FC Koln,Leverkusen,D1,2014,25/04/15,D,1,1,0.0,0.0,D,14.0,9.0,4.0,5.0,5.0,4.0,14.0,16.0,2.0,3.0,0.0,0.0
Hamburg,Augsburg,D1,2014,25/04/15,H,3,2,2.0,1.0,H,15.0,14.0,8.0,3.0,2.0,4.0,15.0,20.0,3.0,1.0,0.0,0.0
Hannover,Hoffenheim,D1,2014,25/04/15,A,1,2,1.0,1.0,D,12.0,13.0,5.0,4.0,2.0,6.0,24.0,19.0,5.0,2.0,0.0,0.0
Stuttgart,Freiburg,D1,2014,25/04/15,D,2,2,2.0,0.0,H,11.0,14.0,3.0,7.0,4.0,6.0,17.0,16.0,3.0,2.0,1.0,0.0
M'gladbach,Wolfsburg,D1,2014,26/04/15,H,1,0,0.0,0.0,D,19.0,9.0,5.0,0.0,4.0,5.0,9.0,14.0,2.0,2.0,0.0,0.0
Paderborn,Werder Bremen,D1,2014,26/04/15,D,2,2,2.0,1.0,H,20.0,13.0,8.0,6.0,14.0,6.0,22.0,28.0,1.0,1.0,1.0,0.0
Augsburg,FC Koln,D1,2014,02/05/15,D,0,0,0.0,0.0,D,16.0,6.0,3.0,1.0,8.0,5.0,11.0,16.0,0.0,0.0,0.0,0.0
Freiburg,Paderborn,D1,2014,02/05/15,A,1,2,1.0,0.0,H,15.0,14.0,5.0,6.0,8.0,6.0,10.0,13.0,1.0,3.0,0.0,0.0
Hoffenheim,Dortmund,D1,2014,02/05/15,D,1,1,1.0,1.0,D,15.0,11.0,4.0,3.0,8.0,5.0,15.0,19.0,1.0,3.0,0.0,0.0
Leverkusen,Bayern Munich,D1,2014,02/05/15,H,2,0,0.0,0.0,D,20.0,9.0,8.0,5.0,12.0,4.0,26.0,15.0,1.0,4.0,0.0,0.0
Schalke 04,Stuttgart,D1,2014,02/05/15,H,3,2,1.0,1.0,D,20.0,15.0,6.0,7.0,5.0,4.0,14.0,14.0,1.0,0.0,0.0,0.0
Werder Bremen,Ein Frankfurt,D1,2014,02/05/15,H,1,0,0.0,0.0,D,16.0,14.0,8.0,5.0,10.0,5.0,22.0,15.0,2.0,2.0,0.0,0.0
Wolfsburg,Hannover,D1,2014,02/05/15,D,2,2,2.0,0.0,H,20.0,15.0,4.0,9.0,5.0,5.0,9.0,16.0,1.0,1.0,0.0,0.0
Hertha,M'gladbach,D1,2014,03/05/15,A,1,2,1.0,1.0,D,10.0,18.0,3.0,7.0,3.0,3.0,15.0,10.0,2.0,3.0,0.0,0.0
Mainz,Hamburg,D1,2014,03/05/15,A,1,2,0.0,1.0,A,9.0,13.0,5.0,5.0,8.0,2.0,12.0,13.0,4.0,2.0,1.0,0.0
Hamburg,Freiburg,D1,2014,08/05/15,D,1,1,0.0,1.0,A,16.0,15.0,8.0,7.0,5.0,6.0,16.0,16.0,0.0,1.0,0.0,0.0
Bayern Munich,Augsburg,D1,2014,09/05/15,A,0,1,0.0,0.0,D,16.0,12.0,4.0,4.0,4.0,5.0,14.0,16.0,2.0,1.0,1.0,0.0
Dortmund,Hertha,D1,2014,09/05/15,H,2,0,1.0,0.0,H,15.0,2.0,4.0,0.0,7.0,3.0,16.0,11.0,2.0,3.0,0.0,0.0
Ein Frankfurt,Hoffenheim,D1,2014,09/05/15,H,3,1,3.0,0.0,H,13.0,8.0,4.0,5.0,1.0,1.0,21.0,25.0,3.0,3.0,0.0,0.0
Hannover,Werder Bremen,D1,2014,09/05/15,D,1,1,1.0,0.0,H,12.0,9.0,3.0,3.0,8.0,1.0,16.0,19.0,4.0,1.0,0.0,0.0
M'gladbach,Leverkusen,D1,2014,09/05/15,H,3,0,0.0,0.0,D,10.0,19.0,7.0,2.0,6.0,10.0,15.0,15.0,2.0,3.0,0.0,0.0
Stuttgart,Mainz,D1,2014,09/05/15,H,2,0,0.0,0.0,D,18.0,7.0,7.0,2.0,7.0,2.0,16.0,19.0,2.0,1.0,0.0,0.0
FC Koln,Schalke 04,D1,2014,10/05/15,H,2,0,1.0,0.0,H,13.0,5.0,6.0,1.0,5.0,6.0,10.0,16.0,1.0,2.0,0.0,0.0
Paderborn,Wolfsburg,D1,2014,10/05/15,A,1,3,0.0,2.0,A,16.0,10.0,4.0,5.0,11.0,3.0,9.0,18.0,0.0,3.0,0.0,0.0
Augsburg,Hannover,D1,2014,16/05/15,A,1,2,1.0,1.0,D,8.0,8.0,2.0,3.0,3.0,4.0,20.0,18.0,1.0,4.0,2.0,1.0
Freiburg,Bayern Munich,D1,2014,16/05/15,H,2,1,1.0,1.0,D,9.0,17.0,3.0,6.0,2.0,10.0,16.0,15.0,1.0,0.0,0.0,0.0
Hertha,Ein Frankfurt,D1,2014,16/05/15,D,0,0,0.0,0.0,D,9.0,1.0,2.0,0.0,4.0,4.0,20.0,26.0,3.0,5.0,0.0,0.0
Leverkusen,Hoffenheim,D1,2014,16/05/15,H,2,0,1.0,0.0,H,13.0,16.0,4.0,5.0,4.0,9.0,20.0,14.0,2.0,0.0,0.0,0.0
Mainz,FC Koln,D1,2014,16/05/15,H,2,0,0.0,0.0,D,18.0,12.0,6.0,4.0,2.0,5.0,15.0,14.0,1.0,3.0,0.0,0.0
Schalke 04,Paderborn,D1,2014,16/05/15,H,1,0,0.0,0.0,D,18.0,22.0,2.0,4.0,10.0,9.0,14.0,14.0,3.0,2.0,0.0,0.0
Stuttgart,Hamburg,D1,2014,16/05/15,H,2,1,2.0,1.0,H,22.0,7.0,11.0,1.0,9.0,2.0,10.0,21.0,1.0,5.0,0.0,0.0
Werder Bremen,M'gladbach,D1,2014,16/05/15,A,0,2,0.0,0.0,D,19.0,14.0,3.0,4.0,5.0,4.0,13.0,7.0,0.0,1.0,0.0,0.0
Wolfsburg,Dortmund,D1,2014,16/05/15,H,2,1,1.0,1.0,D,12.0,17.0,8.0,3.0,6.0,5.0,11.0,11.0,4.0,2.0,0.0,0.0
Bayern Munich,Mainz,D1,2014,23/05/15,H,2,0,1.0,0.0,H,20.0,7.0,7.0,5.0,5.0,3.0,11.0,11.0,0.0,0.0,0.0,0.0
Dortmund,Werder Bremen,D1,2014,23/05/15,H,3,2,3.0,1.0,H,22.0,7.0,8.0,4.0,9.0,1.0,11.0,3.0,0.0,0.0,0.0,0.0
Ein Frankfurt,Leverkusen,D1,2014,23/05/15,H,2,1,2.0,1.0,H,8.0,19.0,3.0,7.0,3.0,8.0,20.0,14.0,2.0,0.0,0.0,0.0
FC Koln,Wolfsburg,D1,2014,23/05/15,D,2,2,1.0,2.0,A,12.0,15.0,3.0,5.0,4.0,8.0,14.0,11.0,0.0,0.0,0.0,0.0
Hamburg,Schalke 04,D1,2014,23/05/15,H,2,0,0.0,0.0,D,11.0,11.0,4.0,4.0,3.0,6.0,16.0,18.0,1.0,2.0,0.0,0.0
Hannover,Freiburg,D1,2014,23/05/15,H,2,1,1.0,0.0,H,11.0,9.0,6.0,5.0,3.0,5.0,16.0,15.0,3.0,2.0,0.0,0.0
Hoffenheim,Hertha,D1,2014,23/05/15,H,2,1,1.0,0.0,H,16.0,4.0,5.0,1.0,1.0,2.0,14.0,18.0,2.0,2.0,0.0,0.0
M'gladbach,Augsburg,D1,2014,23/05/15,A,1,3,1.0,0.0,H,10.0,15.0,3.0,4.0,1.0,6.0,13.0,17.0,4.0,2.0,1.0,0.0
Paderborn,Stuttgart,D1,2014,23/05/15,A,1,2,1.0,1.0,D,15.0,18.0,5.0,3.0,2.0,8.0,12.0,18.0,2.0,2.0,0.0,0.0
Bayern Munich,Hamburg,D1,2015,14/08/15,H,5,0,1.0,0.0,H,23.0,5.0,9.0,1.0,7.0,0.0,10.0,12.0,2.0,2.0,0.0,0.0
Augsburg,Hertha,D1,2015,15/08/15,A,0,1,0.0,0.0,D,20.0,11.0,3.0,4.0,7.0,4.0,20.0,22.0,1.0,2.0,1.0,1.0
Darmstadt,Hannover,D1,2015,15/08/15,D,2,2,1.0,0.0,H,11.0,14.0,4.0,5.0,5.0,9.0,21.0,22.0,1.0,2.0,0.0,0.0
Dortmund,M'gladbach,D1,2015,15/08/15,H,4,0,3.0,0.0,H,17.0,5.0,7.0,1.0,3.0,5.0,13.0,14.0,0.0,1.0,0.0,0.0
Leverkusen,Hoffenheim,D1,2015,15/08/15,H,2,1,1.0,1.0,D,25.0,6.0,9.0,2.0,13.0,5.0,12.0,18.0,1.0,0.0,0.0,0.0
Mainz,Ingolstadt,D1,2015,15/08/15,A,0,1,0.0,0.0,D,9.0,14.0,3.0,5.0,6.0,2.0,20.0,15.0,2.0,3.0,0.0,0.0
Werder Bremen,Schalke 04,D1,2015,15/08/15,A,0,3,0.0,1.0,A,15.0,16.0,2.0,5.0,5.0,6.0,7.0,16.0,0.0,2.0,0.0,0.0
Stuttgart,FC Koln,D1,2015,16/08/15,A,1,3,0.0,0.0,D,28.0,9.0,8.0,5.0,13.0,3.0,13.0,8.0,3.0,2.0,0.0,0.0
Wolfsburg,Ein Frankfurt,D1,2015,16/08/15,H,2,1,2.0,1.0,H,5.0,13.0,3.0,6.0,7.0,3.0,14.0,19.0,1.0,1.0,0.0,0.0
Hertha,Werder Bremen,D1,2015,21/08/15,D,1,1,1.0,1.0,D,10.0,9.0,2.0,3.0,6.0,2.0,11.0,16.0,0.0,1.0,0.0,0.0
Ein Frankfurt,Augsburg,D1,2015,22/08/15,D,1,1,0.0,1.0,A,11.0,14.0,3.0,4.0,7.0,4.0,17.0,21.0,2.0,3.0,0.0,0.0
FC Koln,Wolfsburg,D1,2015,22/08/15,D,1,1,1.0,0.0,H,9.0,15.0,6.0,7.0,2.0,4.0,15.0,11.0,2.0,1.0,0.0,0.0
Hamburg,Stuttgart,D1,2015,22/08/15,H,3,2,1.0,2.0,A,14.0,12.0,5.0,4.0,0.0,5.0,18.0,22.0,3.0,3.0,0.0,1.0
Hannover,Leverkusen,D1,2015,22/08/15,A,0,1,0.0,1.0,A,6.0,11.0,3.0,4.0,3.0,8.0,15.0,21.0,0.0,0.0,0.0,0.0
Hoffenheim,Bayern Munich,D1,2015,22/08/15,A,1,2,1.0,1.0,D,2.0,5.0,1.0,2.0,1.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0
Schalke 04,Darmstadt,D1,2015,22/08/15,D,1,1,0.0,1.0,A,21.0,9.0,5.0,3.0,6.0,6.0,16.0,18.0,1.0,2.0,0.0,0.0
Ingolstadt,Dortmund,D1,2015,23/08/15,A,0,4,0.0,0.0,D,3.0,18.0,2.0,8.0,1.0,4.0,18.0,16.0,2.0,3.0,0.0,0.0
M'gladbach,Mainz,D1,2015,23/08/15,A,1,2,0.0,1.0,A,15.0,13.0,6.0,4.0,3.0,0.0,12.0,12.0,2.0,1.0,0.0,0.0
Wolfsburg,Schalke 04,D1,2015,28/08/15,H,3,0,1.0,0.0,H,9.0,12.0,5.0,1.0,2.0,3.0,12.0,16.0,1.0,2.0,0.0,0.0
Augsburg,Ingolstadt,D1,2015,29/08/15,A,0,1,0.0,0.0,D,10.0,16.0,2.0,3.0,3.0,4.0,22.0,16.0,3.0,3.0,0.0,0.0
Bayern Munich,Leverkusen,D1,2015,29/08/15,H,3,0,1.0,0.0,H,14.0,10.0,6.0,4.0,7.0,5.0,12.0,14.0,2.0,3.0,0.0,0.0
Darmstadt,Hoffenheim,D1,2015,29/08/15,D,0,0,0.0,0.0,D,5.0,15.0,1.0,2.0,4.0,6.0,13.0,16.0,3.0,2.0,0.0,0.0
FC Koln,Hamburg,D1,2015,29/08/15,H,2,1,0.0,0.0,D,6.0,17.0,3.0,7.0,3.0,8.0,17.0,9.0,3.0,2.0,0.0,1.0
Mainz,Hannover,D1,2015,29/08/15,H,3,0,2.0,0.0,H,18.0,11.0,6.0,4.0,8.0,5.0,9.0,13.0,0.0,2.0,0.0,0.0
Stuttgart,Ein Frankfurt,D1,2015,29/08/15,A,1,4,1.0,2.0,A,15.0,6.0,4.0,4.0,6.0,1.0,19.0,17.0,3.0,3.0,1.0,0.0
Dortmund,Hertha,D1,2015,30/08/15,H,3,1,1.0,0.0,H,15.0,4.0,6.0,4.0,5.0,1.0,16.0,12.0,0.0,2.0,0.0,0.0
Werder Bremen,M'gladbach,D1,2015,30/08/15,H,2,1,1.0,1.0,D,22.0,9.0,6.0,5.0,5.0,6.0,17.0,18.0,3.0,1.0,0.0,1.0
M'gladbach,Hamburg,D1,2015,11/09/15,A,0,3,0.0,2.0,A,13.0,10.0,2.0,4.0,5.0,2.0,17.0,19.0,2.0,1.0,0.0,0.0
Bayern Munich,Augsburg,D1,2015,12/09/15,H,2,1,0.0,1.0,A,27.0,4.0,10.0,1.0,9.0,0.0,10.0,10.0,0.0,1.0,0.0,0.0
Ein Frankfurt,FC Koln,D1,2015,12/09/15,H,6,2,4.0,1.0,H,18.0,13.0,11.0,7.0,5.0,2.0,14.0,14.0,2.0,1.0,0.0,0.0
Hannover,Dortmund,D1,2015,12/09/15,A,2,4,1.0,2.0,A,5.0,17.0,3.0,6.0,2.0,4.0,15.0,16.0,3.0,1.0,0.0,0.0
Hertha,Stuttgart,D1,2015,12/09/15,H,2,1,2.0,1.0,H,9.0,11.0,4.0,3.0,5.0,7.0,18.0,21.0,0.0,3.0,0.0,0.0
